ID1	ZAVSIF	ZAVKATEGNAC	PREDMETNIK	ZAVSIFMAT	ID	MAT_ID	PROGRAM_ID	RAZRED	RAZRED_OZNAKA	DELEZ	ST_UC	ST_DEK	ST_ROM	ST_ODL_USM	ST_OPB	JEZIK_1	JEZIK_2	REGIJA	TIP
continuous	continuous	continuous	discrete	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	string
																		class	meta
271.0	237.0	2010.0	A	125.0	1036406.0	1036406.0	3803.0	15.0	A	1.0	15.0	10.0	0.0	0.0	13.0	1487.0	0.0	Spodnjeposavska	1.0
272.0	688.0	2010.0	A	126.0	1035725.0	1035724.0	3803.0	12.0	1. razred	0.0	5.0	9.0	5.0	0.0	0.0	9.0	0.0	Spodnjeposavska	2.0
273.0	241.0	2010.0	A	126.0	1035726.0	1035724.0	3803.0	13.0	2. razred	0.0	5.0	6.0	1.0	0.0	0.0	6.0	0.0	Spodnjeposavska	2.0
274.0	243.0	2010.0	A	126.0	1035729.0	1035728.0	3803.0	14.0	3. razred	0.0	5.0	11.0	6.0	0.0	0.0	11.0	1487.0	Spodnjeposavska	2.0
275.0	582.0	2010.0	A	126.0	1035730.0	1035728.0	3803.0	15.0	4. razred	0.0	5.0	9.0	6.0	0.0	0.0	9.0	1487.0	Podravska	2.0
276.0	904.0	2010.0	A	126.0	1035739.0	1035738.0	3803.0	16.0	5. razred	0.0	5.0	10.0	6.0	0.0	0.0	9.0	1487.0	Podravska	2.0
277.0	905.0	2010.0	A	126.0	1035757.0	1035757.0	3803.0	20.0	A	1.0	16.0	6.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
278.0	355.0	2010.0	A	126.0	1035744.0	1035743.0	3803.0	18.0	7. razred	0.0	5.0	8.0	6.0	0.0	0.0	0.0	1487.0	Pomurska	2.0
279.0	491.0	2010.0	A	126.0	1035745.0	1035743.0	3803.0	19.0	8. razred	0.0	5.0	6.0	4.0	0.0	0.0	0.0	1487.0	Savinjska	2.0
284.0	9873.0	2010.0	A	126.0	1035740.0	1035738.0	3803.0	17.0	6. razred	0.0	5.0	8.0	4.0	0.0	0.0	0.0	1487.0	Savinjska	2.0
285.0	1353.0	2010.0	A	127.0	1039184.0	1039184.0	3803.0	15.0	A	1.0	15.0	7.0	0.0	2.0	10.0	1487.0	0.0	Savinjska	1.0
286.0	1354.0	2010.0	A	127.0	1039185.0	1039185.0	3803.0	16.0	A	1.0	16.0	9.0	0.0	1.0	4.0	1487.0	0.0	Savinjska	1.0
287.0	1355.0	2010.0	A	127.0	1039186.0	1039186.0	3803.0	16.0	B	1.0	15.0	7.0	0.0	3.0	0.0	1487.0	0.0	Savinjska	1.0
288.0	1356.0	2010.0	A	127.0	1039188.0	1039188.0	3803.0	17.0	A	1.0	18.0	11.0	0.0	1.0	0.0	1487.0	0.0	Savinjska	1.0
289.0	3752.0	2010.0	A	127.0	1039190.0	1039190.0	3803.0	18.0	A	1.0	26.0	10.0	0.0	2.0	0.0	1487.0	0.0	Savinjska	1.0
290.0	247.0	2010.0	A	127.0	1039192.0	1039192.0	3803.0	19.0	A	1.0	16.0	8.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
292.0	253.0	2010.0	A	127.0	1039197.0	1039197.0	3803.0	20.0	A	1.0	28.0	14.0	0.0	1.0	0.0	1487.0	0.0	Pomurska	1.0
293.0	701.0	2010.0	A	127.0	1038150.0	1038150.0	3803.0	12.0	A	1.0	24.0	12.0	0.0	2.0	20.0	0.0	0.0	Pomurska	1.0
294.0	258.0	2010.0	A	127.0	1038162.0	1038162.0	3803.0	13.0	A	1.0	14.0	7.0	0.0	0.0	13.0	0.0	0.0	Pomurska	1.0
295.0	262.0	2010.0	A	127.0	1038172.0	1038172.0	3803.0	14.0	A	1.0	20.0	13.0	0.0	2.0	16.0	0.0	0.0	Osrednjeslovenska	1.0
297.0	1346.0	2010.0	A	127.0	1039193.0	1039193.0	3803.0	19.0	B	1.0	15.0	7.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
298.0	1348.0	2010.0	A	128.0	1037766.0	1037766.0	3803.0	12.0	A	1.0	20.0	11.0	0.0	0.0	17.0	0.0	0.0	Osrednjeslovenska	1.0
302.0	1028.0	2010.0	A	128.0	1037798.0	1037798.0	3803.0	20.0	A	1.0	14.0	8.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
303.0	1029.0	2010.0	A	128.0	1037779.0	1037779.0	3803.0	13.0	A	1.0	7.0	3.0	0.0	0.0	7.0	0.0	0.0	Osrednjeslovenska	1.0
304.0	1030.0	2010.0	A	128.0	1037795.0	1037795.0	3803.0	19.0	A	1.0	15.0	6.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
305.0	3629.0	2010.0	A	128.0	1037787.0	1037786.0	3803.0	15.0	4. razred	0.0	5.0	6.0	0.0	0.0	0.0	5.0	1487.0	Osrednjeslovenska	2.0
306.0	298.0	2010.0	A	128.0	1037788.0	1037786.0	3803.0	16.0	5. razred	0.0	5.0	10.0	5.0	0.0	0.0	7.0	1487.0	Osrednjeslovenska	2.0
307.0	265.0	2010.0	A	128.0	1037790.0	1037790.0	3803.0	17.0	A	1.0	13.0	7.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
308.0	266.0	2010.0	A	128.0	1037793.0	1037793.0	3803.0	18.0	A	1.0	16.0	7.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
309.0	268.0	2010.0	A	128.0	1037782.0	1037782.0	3803.0	14.0	A	1.0	16.0	13.0	0.0	1.0	12.0	0.0	0.0	Osrednjeslovenska	1.0
310.0	269.0	2010.0	A	129.0	1036972.0	1036972.0	3803.0	19.0	A	1.0	19.0	8.0	1.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
312.0	275.0	2010.0	A	129.0	1036937.0	1036937.0	3803.0	12.0	B	1.0	13.0	7.0	3.0	0.0	12.0	0.0	0.0	Osrednjeslovenska	1.0
313.0	279.0	2010.0	A	129.0	1036941.0	1036941.0	3803.0	13.0	A	1.0	12.0	4.0	2.0	1.0	9.0	0.0	0.0	Osrednjeslovenska	1.0
314.0	272.0	2010.0	A	129.0	1036944.0	1036944.0	3803.0	13.0	B	1.0	10.0	5.0	4.0	0.0	7.0	0.0	0.0	Osrednjeslovenska	1.0
315.0	267.0	2010.0	A	129.0	1036961.0	1036961.0	3803.0	14.0	A	1.0	11.0	6.0	2.0	0.0	9.0	0.0	0.0	Osrednjeslovenska	1.0
316.0	112.0	2010.0	A	129.0	1036965.0	1036965.0	3803.0	14.0	B	1.0	11.0	6.0	1.0	1.0	8.0	0.0	0.0	Osrednjeslovenska	1.0
317.0	274.0	2010.0	A	129.0	1036966.0	1036966.0	3803.0	15.0	A	1.0	21.0	11.0	5.0	1.0	14.0	1487.0	0.0	Osrednjeslovenska	1.0
318.0	280.0	2010.0	A	129.0	1036967.0	1036967.0	3803.0	16.0	A	1.0	14.0	8.0	3.0	1.0	8.0	1487.0	0.0	Osrednjeslovenska	1.0
319.0	289.0	2010.0	A	129.0	1036968.0	1036968.0	3803.0	16.0	B	1.0	14.0	6.0	1.0	0.0	7.0	1487.0	0.0	Osrednjeslovenska	1.0
320.0	293.0	2010.0	A	129.0	1036969.0	1036969.0	3803.0	17.0	A	1.0	16.0	7.0	1.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
321.0	17510.0	2010.0	A	129.0	1036970.0	1036970.0	3803.0	18.0	A	1.0	11.0	8.0	2.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
322.0	292.0	2010.0	A	129.0	1036971.0	1036971.0	3803.0	18.0	B	1.0	12.0	8.0	2.0	2.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
323.0	283.0	2010.0	A	129.0	1036975.0	1036975.0	3803.0	20.0	A	1.0	16.0	7.0	1.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
325.0	299.0	2010.0	A	129.0	1036935.0	1036935.0	3803.0	12.0	A	1.0	12.0	7.0	3.0	0.0	9.0	0.0	0.0	Osrednjeslovenska	1.0
326.0	295.0	2010.0	A	130.0	1038223.0	1038223.0	3803.0	19.0	A	1.0	27.0	10.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
327.0	297.0	2010.0	A	130.0	1038199.0	1038199.0	3803.0	14.0	C	1.0	19.0	10.0	0.0	1.0	19.0	0.0	0.0	Osrednjeslovenska	1.0
328.0	312.0	2010.0	A	130.0	1038230.0	1038230.0	3803.0	20.0	A	1.0	21.0	11.0	0.0	3.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
329.0	317.0	2010.0	A	130.0	1038231.0	1038231.0	3803.0	20.0	B	1.0	19.0	8.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
330.0	314.0	2010.0	A	130.0	1038192.0	1038192.0	3803.0	12.0	A	1.0	30.0	14.0	0.0	0.0	26.0	0.0	0.0	Osrednjeslovenska	1.0
331.0	284.0	2010.0	A	130.0	1038193.0	1038193.0	3803.0	12.0	B	1.0	26.0	12.0	0.0	1.0	24.0	0.0	0.0	Osrednjeslovenska	1.0
332.0	313.0	2010.0	A	130.0	1038202.0	1038202.0	3803.0	15.0	A	1.0	20.0	12.0	0.0	1.0	20.0	1487.0	0.0	Osrednjeslovenska	1.0
333.0	294.0	2010.0	A	130.0	1038205.0	1038205.0	3803.0	15.0	B	1.0	21.0	12.0	0.0	0.0	17.0	1487.0	0.0	Osrednjeslovenska	1.0
334.0	946.0	2010.0	A	130.0	1038207.0	1038207.0	3803.0	15.0	C	1.0	21.0	14.0	0.0	1.0	19.0	1487.0	0.0	Osrednjeslovenska	1.0
335.0	947.0	2010.0	A	130.0	1038209.0	1038209.0	3803.0	16.0	A	1.0	27.0	13.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
336.0	949.0	2010.0	A	130.0	1038211.0	1038211.0	3803.0	16.0	B	1.0	27.0	12.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
337.0	950.0	2010.0	A	130.0	1038213.0	1038213.0	3803.0	17.0	A	1.0	24.0	9.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
338.0	300.0	2010.0	A	130.0	1038214.0	1038214.0	3803.0	17.0	B	1.0	24.0	7.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
339.0	288.0	2010.0	A	130.0	1038218.0	1038218.0	3803.0	18.0	A	1.0	23.0	14.0	0.0	2.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
340.0	302.0	2010.0	A	130.0	1038221.0	1038221.0	3803.0	18.0	B	1.0	26.0	13.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
343.0	962.0	2010.0	A	130.0	1038195.0	1038195.0	3803.0	13.0	A	1.0	28.0	11.0	0.0	0.0	27.0	0.0	0.0	Osrednjeslovenska	1.0
344.0	270.0	2010.0	A	130.0	1038196.0	1038196.0	3803.0	13.0	B	1.0	26.0	11.0	0.0	0.0	26.0	0.0	0.0	Osrednjeslovenska	1.0
345.0	305.0	2010.0	A	130.0	1038197.0	1038197.0	3803.0	14.0	A	1.0	20.0	9.0	0.0	0.0	17.0	0.0	0.0	Osrednjeslovenska	1.0
346.0	306.0	2010.0	A	130.0	1038198.0	1038198.0	3803.0	14.0	B	1.0	22.0	10.0	0.0	0.0	22.0	0.0	0.0	Osrednjeslovenska	1.0
347.0	271.0	2010.0	A	130.0	1038228.0	1038228.0	3803.0	19.0	B	1.0	25.0	12.0	0.0	2.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
348.0	303.0	2010.0	A	131.0	1046593.0	1046593.0	3803.0	18.0	A	1.0	15.0	9.0	0.0	2.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
349.0	291.0	2010.0	A	131.0	1046587.0	1046587.0	3803.0	15.0	B	1.0	18.0	7.0	0.0	0.0	15.0	1487.0	0.0	Osrednjeslovenska	1.0
350.0	285.0	2010.0	A	131.0	1046595.0	1046595.0	3803.0	19.0	A	1.0	24.0	12.0	0.0	2.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
351.0	301.0	2010.0	A	131.0	1046596.0	1046596.0	3803.0	19.0	B	1.0	24.0	13.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
352.0	286.0	2010.0	A	131.0	1046597.0	1046597.0	3803.0	20.0	A	1.0	20.0	10.0	0.0	0.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
353.0	287.0	2010.0	A	131.0	1046577.0	1046577.0	3803.0	12.0	A	1.0	26.0	14.0	0.0	0.0	24.0	0.0	0.0	Osrednjeslovenska	1.0
354.0	614.0	2010.0	A	131.0	1046578.0	1046578.0	3803.0	12.0	B	1.0	25.0	13.0	0.0	0.0	25.0	0.0	0.0	Osrednjeslovenska	1.0
355.0	316.0	2010.0	A	131.0	1046579.0	1046579.0	3803.0	13.0	A	1.0	23.0	10.0	0.0	0.0	21.0	0.0	0.0	Osrednjeslovenska	1.0
356.0	605.0	2010.0	A	131.0	1046580.0	1046580.0	3803.0	13.0	B	1.0	23.0	10.0	0.0	0.0	21.0	0.0	0.0	Osrednjeslovenska	1.0
357.0	945.0	2010.0	A	131.0	1046588.0	1046588.0	3803.0	15.0	C	1.0	19.0	10.0	0.0	0.0	13.0	1487.0	0.0	Osrednjeslovenska	1.0
358.0	3767.0	2010.0	A	131.0	1046589.0	1046589.0	3803.0	16.0	A	1.0	20.0	11.0	0.0	0.0	6.0	1487.0	0.0	Osrednjeslovenska	1.0
359.0	340.0	2010.0	A	131.0	1046590.0	1046590.0	3803.0	16.0	B	1.0	21.0	12.0	0.0	1.0	11.0	1487.0	0.0	Savinjska	1.0
360.0	333.0	2010.0	A	131.0	1046591.0	1046591.0	3803.0	17.0	A	1.0	23.0	10.0	0.0	1.0	0.0	1487.0	0.0	Pomurska	1.0
361.0	329.0	2010.0	A	131.0	1046592.0	1046592.0	3803.0	17.0	B	1.0	22.0	12.0	0.0	0.0	0.0	1487.0	0.0	Pomurska	1.0
362.0	328.0	2010.0	A	131.0	1046598.0	1046598.0	3803.0	20.0	B	1.0	22.0	13.0	0.0	3.0	0.0	1487.0	0.0	Pomurska	1.0
363.0	330.0	2010.0	A	131.0	1046581.0	1046581.0	3803.0	14.0	A	1.0	23.0	11.0	0.0	1.0	20.0	0.0	0.0	Pomurska	1.0
364.0	709.0	2010.0	A	131.0	1046584.0	1046584.0	3803.0	14.0	B	1.0	22.0	10.0	0.0	0.0	19.0	0.0	0.0	Pomurska	1.0
365.0	334.0	2010.0	A	131.0	1046585.0	1046585.0	3803.0	14.0	C	1.0	19.0	8.0	0.0	0.0	17.0	0.0	0.0	Osrednjeslovenska	1.0
366.0	730.0	2010.0	A	131.0	1046586.0	1046586.0	3803.0	15.0	A	1.0	20.0	9.0	0.0	1.0	13.0	1487.0	0.0	Osrednjeslovenska	1.0
367.0	335.0	2010.0	A	131.0	1046594.0	1046594.0	3803.0	18.0	B	1.0	18.0	10.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
368.0	731.0	2010.0	A	132.0	1043037.0	1043037.0	3803.0	13.0	B	1.0	21.0	10.0	0.0	1.0	21.0	0.0	0.0	Osrednjeslovenska	1.0
369.0	732.0	2010.0	A	132.0	1043092.0	1043092.0	3803.0	20.0	B	1.0	19.0	8.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
370.0	1234.0	2010.0	A	132.0	1043088.0	1043088.0	3803.0	18.0	B	1.0	21.0	11.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
371.0	1238.0	2010.0	A	132.0	1043089.0	1043089.0	3803.0	19.0	A	1.0	17.0	9.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
372.0	534.0	2010.0	A	132.0	1043091.0	1043091.0	3803.0	20.0	A	1.0	20.0	8.0	0.0	2.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
373.0	867.0	2010.0	A	132.0	1043027.0	1043027.0	3803.0	12.0	A	1.0	24.0	11.0	0.0	0.0	24.0	0.0	0.0	Osrednjeslovenska	1.0
374.0	148.0	2010.0	A	132.0	1043030.0	1043030.0	3803.0	12.0	B	1.0	23.0	10.0	0.0	0.0	23.0	0.0	0.0	Notranjsko-Kraška	1.0
375.0	705.0	2010.0	A	132.0	1043034.0	1043034.0	3803.0	13.0	A	1.0	21.0	11.0	0.0	1.0	20.0	0.0	0.0	Notranjsko-Kraška	1.0
376.0	448.0	2010.0	A	132.0	1043041.0	1043041.0	3803.0	14.0	A	1.0	20.0	11.0	0.0	1.0	20.0	0.0	0.0	Jugovzhodna Slovenija	1.0
377.0	3744.0	2010.0	A	132.0	1043045.0	1043045.0	3803.0	14.0	B	1.0	21.0	12.0	0.0	1.0	21.0	0.0	0.0	Jugovzhodna Slovenija	1.0
378.0	1203.0	2010.0	A	132.0	1043074.0	1043074.0	3803.0	15.0	A	1.0	17.0	10.0	0.0	0.0	17.0	1487.0	0.0	Podravska	1.0
379.0	341.0	2010.0	A	132.0	1043076.0	1043076.0	3803.0	15.0	B	1.0	17.0	10.0	0.0	1.0	17.0	1487.0	0.0	Savinjska	1.0
380.0	711.0	2010.0	A	132.0	1043079.0	1043079.0	3803.0	16.0	A	1.0	23.0	11.0	0.0	0.0	23.0	1487.0	0.0	Savinjska	1.0
381.0	157.0	2010.0	A	132.0	1043081.0	1043081.0	3803.0	16.0	B	1.0	22.0	11.0	0.0	1.0	21.0	1487.0	0.0	Osrednjeslovenska	1.0
382.0	671.0	2010.0	A	132.0	1043086.0	1043086.0	3803.0	17.0	B	1.0	21.0	13.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
383.0	672.0	2010.0	A	132.0	1043087.0	1043087.0	3803.0	18.0	A	1.0	20.0	10.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
384.0	422.0	2010.0	A	132.0	1043090.0	1043090.0	3803.0	19.0	B	1.0	17.0	8.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
385.0	767.0	2010.0	A	132.0	1043084.0	1043084.0	3803.0	17.0	A	1.0	20.0	12.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
387.0	476.0	2010.0	A	133.0	1043901.0	1043901.0	3803.0	18.0	B	1.0	21.0	12.0	0.0	2.0	0.0	1487.0	0.0	Podravska	1.0
388.0	559.0	2010.0	A	133.0	1043902.0	1043902.0	3803.0	19.0	A	1.0	26.0	10.0	0.0	3.0	0.0	1487.0	0.0	Podravska	1.0
391.0	553.0	2010.0	A	133.0	1043903.0	1043903.0	3803.0	19.0	B	1.0	25.0	13.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
392.0	557.0	2010.0	A	133.0	1043904.0	1043904.0	3803.0	20.0	A	1.0	17.0	10.0	0.0	2.0	0.0	1487.0	0.0	Podravska	1.0
393.0	560.0	2010.0	A	133.0	1043905.0	1043905.0	3803.0	20.0	B	1.0	16.0	7.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
394.0	556.0	2010.0	A	133.0	1043888.0	1043888.0	3803.0	12.0	A	1.0	18.0	8.0	0.0	2.0	17.0	0.0	0.0	Podravska	1.0
395.0	933.0	2010.0	A	133.0	1043889.0	1043889.0	3803.0	12.0	B	1.0	19.0	9.0	0.0	1.0	19.0	0.0	0.0	Podravska	1.0
396.0	563.0	2010.0	A	133.0	1043890.0	1043890.0	3803.0	13.0	A	1.0	25.0	11.0	0.0	1.0	25.0	0.0	0.0	Podravska	1.0
397.0	561.0	2010.0	A	133.0	1043891.0	1043891.0	3803.0	13.0	B	1.0	26.0	9.0	0.0	1.0	26.0	0.0	0.0	Podravska	1.0
399.0	564.0	2010.0	A	133.0	1043892.0	1043892.0	3803.0	14.0	A	1.0	24.0	13.0	0.0	0.0	19.0	0.0	0.0	Podravska	1.0
400.0	934.0	2010.0	A	133.0	1043893.0	1043893.0	3803.0	14.0	B	1.0	25.0	14.0	0.0	1.0	22.0	0.0	0.0	Podravska	1.0
404.5	943.0	2010.0	A	133.0	1043894.0	1043894.0	3803.0	15.0	A	1.0	25.0	13.0	0.0	0.0	19.0	1487.0	0.0	Podravska	1.0
401.0	555.0	2010.0	A	133.0	1043895.0	1043895.0	3803.0	15.0	B	1.0	23.0	11.0	0.0	0.0	19.0	1487.0	0.0	Podravska	1.0
402.0	562.0	2010.0	A	133.0	1043896.0	1043896.0	3803.0	16.0	A	1.0	20.0	7.0	0.0	2.0	5.0	1487.0	0.0	Podravska	1.0
403.0	567.0	2010.0	A	133.0	1043897.0	1043897.0	3803.0	16.0	B	1.0	22.0	12.0	0.0	1.0	4.0	1487.0	0.0	Podravska	1.0
404.0	565.0	2010.0	A	133.0	1043898.0	1043898.0	3803.0	17.0	A	1.0	26.0	11.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
405.0	580.0	2010.0	A	133.0	1043899.0	1043899.0	3803.0	17.0	B	1.0	28.0	15.0	0.0	0.0	0.0	1487.0	0.0	Podravska	1.0
406.0	581.0	2010.0	A	133.0	1043900.0	1043900.0	3803.0	18.0	A	1.0	22.0	10.0	0.0	3.0	0.0	1487.0	0.0	Podravska	1.0
410.0	554.0	2010.0	A	134.0	1045001.0	1045001.0	3803.0	18.0	B	1.0	18.0	9.0	0.0	1.0	0.0	1487.0	0.0	Podravska	1.0
413.0	417.0	2010.0	A	134.0	1045002.0	1045002.0	3803.0	19.0	A	1.0	17.0	11.0	0.0	3.0	0.0	1487.0	0.0	Podravska	1.0
414.0	308.0	2010.0	A	134.0	1045003.0	1045003.0	3803.0	19.0	B	1.0	19.0	12.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
415.0	965.0	2010.0	A	134.0	1045004.0	1045004.0	3803.0	20.0	A	1.0	16.0	6.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
416.0	747.0	2010.0	A	134.0	1045005.0	1045005.0	3803.0	20.0	B	1.0	19.0	10.0	0.0	1.0	0.0	1487.0	0.0	Osrednjeslovenska	1.0
417.0	310.0	2010.0	A	134.0	1044987.0	1044987.0	3803.0	12.0	A	1.0	19.0	9.0	0.0	2.0	18.0	0.0	0.0	Osrednjeslovenska	1.0
418.0	309.0	2010.0	A	134.0	1044988.0	1044988.0	3803.0	12.0	B	1.0	23.0	12.0	0.0	0.0	22.0	0.0	0.0	Osrednjeslovenska	1.0
419.0	307.0	2010.0	A	134.0	1044989.0	1044989.0	3803.0	12.0	C	1.0	24.0	12.0	0.0	0.0	24.0	0.0	0.0	Osrednjeslovenska	1.0
420.0	164.0	2010.0	A	134.0	1044990.0	1044990.0	3803.0	13.0	A	1.0	24.0	15.0	0.0	0.0	22.0	0.0	0.0	Osrednjeslovenska	1.0
421.0	338.0	2010.0	A	134.0	1044991.0	1044991.0	3803.0	13.0	B	1.0	24.0	13.0	0.0	1.0	23.0	0.0	0.0	Jugovzhodna Slovenija	1.0
422.0	336.0	2010.0	A	134.0	1044992.0	1044992.0	3803.0	14.0	A	1.0	22.0	13.0	0.0	1.0	19.0	0.0	0.0	Jugovzhodna Slovenija	1.0
423.0	710.0	2010.0	A	134.0	1044993.0	1044993.0	3803.0	14.0	B	1.0	22.0	12.0	0.0	1.0	21.0	0.0	0.0	Jugovzhodna Slovenija	1.0
424.0	443.0	2010.0	A	134.0	1044994.0	1044994.0	3803.0	15.0	A	1.0	22.0	9.0	0.0	1.0	13.0	1487.0	0.0	Koroška	1.0
425.0	576.0	2010.0	A	134.0	1044995.0	1044995.0	3803.0	15.0	B	1.0	25.0	10.0	0.0	2.0	19.0	1487.0	0.0	Podravska	1.0
426.0	935.0	2010.0	A	134.0	1044996.0	1044996.0	3803.0	16.0	A	1.0	21.0	8.0	0.0	0.0	7.0	1487.0	0.0	Podravska	1.0
427.0	368.0	2010.0	A	134.0	1044997.0	1044997.0	3803.0	16.0	B	1.0	21.0	13.0	0.0	0.0	14.0	1487.0	0.0	Goriška	1.0
428.0	926.0	2010.0	A	134.0	1044998.0	1044998.0	3803.0	17.0	A	1.0	24.0	14.0	0.0	0.0	0.0	1487.0	0.0	Goriška	1.0
429.0	927.0	2010.0	A	134.0	1044999.0	1044999.0	3803.0	17.0	B	1.0	24.0	12.0	0.0	1.0	0.0	1487.0	0.0	Goriška	1.0
430.0	380.0	2010.0	A	134.0	1045000.0	1045000.0	3803.0	18.0	A	1.0	18.0	8.0	0.0	0.0	0.0	1487.0	0.0	Jugovzhodna Slovenija	1.0
443.0	721.0	2010.0	A	135.0	1040915.0	1040915.0	3803.0	17.0	A	1.0	26.0	9.0	0.0	2.0	0.0	1487.0	0.0	Pomurska	1.0
444.0	722.0	2010.0	A	135.0	1040917.0	1040917.0	3803.0	17.0	B	1.0	25.0	7.0	0.0	1.0	0.0	1487.0	0.0	Pomurska	1.0
445.0	339.0	2010.0	A	135.0	1040921.0	1040921.0	3803.0	19.0	A	1.0	26.0	12.0	0.0	4.0	0.0	1487.0	0.0	Savinjska	1.0
447.0	715.0	2010.0	A	135.0	1040909.0	1040909.0	3803.0	15.0	A	1.0	28.0	15.0	0.0	2.0	22.0	1487.0	0.0	Savinjska	1.0
448.0	343.0	2010.0	A	135.0	1040911.0	1040911.0	3803.0	15.0	B	1.0	27.0	14.0	0.0	2.0	25.0	1487.0	0.0	Pomurska	1.0
449.0	726.0	2010.0	A	135.0	1040912.0	1040912.0	3803.0	16.0	A	1.0	28.0	19.0	0.0	0.0	3.0	1487.0	0.0	Pomurska	1.0
450.0	634.0	2010.0	A	135.0	1040914.0	1040914.0	3803.0	16.0	B	1.0	24.0	14.0	0.0	2.0	4.0	1487.0	0.0	Pomurska	1.0
451.0	636.0	2010.0	A	135.0	1040925.0	1040925.0	3803.0	20.0	B	1.0	25.0	11.0	0.0	2.0	0.0	1487.0	0.0	Pomurska	1.0
452.0	635.0	2010.0	A	135.0	1040894.0	1040894.0	3803.0	12.0	A	1.0	22.0	9.0	0.0	0.0	21.0	0.0	0.0	Pomurska	1.0
453.0	781.0	2010.0	A	135.0	1040897.0	1040897.0	3803.0	12.0	B	1.0	23.0	9.0	0.0	0.0	22.0	0.0	0.0	Pomurska	1.0
454.0	429.0	2010.0	A	135.0	1040899.0	1040899.0	3803.0	12.0	C	1.0	18.0	9.0	0.0	1.0	16.0	0.0	0.0	Koroška	1.0
455.0	1312.0	2010.0	A	135.0	1040901.0	1040901.0	3803.0	13.0	A	1.0	30.0	15.0	0.0	0.0	30.0	0.0	0.0	Gorenjska	1.0
456.0	1313.0	2010.0	A	135.0	1040902.0	1040902.0	3803.0	13.0	B	1.0	29.0	13.0	0.0	0.0	27.0	0.0	0.0	Gorenjska	1.0
457.0	1314.0	2010.0	A	135.0	1040903.0	1040903.0	3803.0	14.0	A	1.0	30.0	16.0	0.0	0.0	27.0	0.0	0.0	Gorenjska	1.0
458.0	1374.0	2010.0	A	135.0	1040907.0	1040907.0	3803.0	14.0	B	1.0	29.0	14.0	0.0	1.0	26.0	0.0	0.0	Savinjska	1.0
459.0	1375.0	2010.0	A	135.0	1040918.0	1040918.0	3803.0	18.0	A	1.0	25.0	16.0	0.0	1.0	0.0	1487.0	0.0	Savinjska	1.0
460.0	371.0	2010.0	A	135.0	1040919.0	1040919.0	3803.0	18.0	B	1.0	26.0	17.0	0.0	4.0	0.0	1487.0	0.0	Goriška	1.0
461.0	370.0	2010.0	A	135.0	1040922.0	1040922.0	3803.0	19.0	B	1.0	26.0	12.0	0.0	0.0	0.0	1487.0	0.0	Goriška	1.0
