Osnovna šola Toneta Šraja Aljoše
Osnovna šola Globoko
Osnovna šola Gornja Radgona
Osnovna šola Jela Janežièa 
Osnovna šola V parku 
Osnovna šola Antona Ingolièa Spodnja Polskava Podružnièna šola Pragersko
Osnovna šola Notranjski odred Cerknica
Osnovna šola Rodica 
Osnovna šola Ig
Javni zavod Osnovna šola Marjana Nemca Radeèe
Osnovna šola dr. Aleš Bebler - Primož Hrvatini
Osnovna šola Kajetana Kovièa Poljèane
Osnovna šola Franja Goloba Prevalje
Osnovna šola Viè
Osnovna šola Vitanje
Osnovna šola Vide Pregarc Ljubljana
Osnovna šola Franca Rozmana - Staneta Ljubljana
Osnovna šola Gabrovka - Dole
"Osnovna šola Notranjski odred Cerknica Podružnièna šola ""11.maj"" Grahovo"
Waldorfska šola Ljubljana
Osnovna šola Milke Šobar - Nataše Èrnomelj
Osnovna šola Tonèke Èeè Trbovlje Enota s prilagojenim programom
Osnovna šola dr. Aleš Bebler - Primož Hrvatini Podružnica Ankaran
Osnovna šola Lucijana Bratkovièa Bratuša Renèe
Zavod za gluhe in naglušne Ljubljana
Osnovna šola Polje
Osnovna šola Zalog
Waldorfska šola Maribor
Vzgojni zavod Slivnica pri Mariboru
Osnovna šola Tržiè
III. osnovna šola Celje
Osnovna šola Šempeter v Savinjski dolini
Osnovna šola Spodnja Šiška
Osnovna šola Sava Kladnika Sevnica
Osnovna šola Antona Žnideršièa Ilirska Bistrica
Osnovna šola Cvetka Golarja Škofja Loka
Osnovna šola Cerkno
Osnovna šola Sveti Jurij 
Osnovna šola Dobje
Osnovna šola Dušana Flisa Hoèe
Osnovna šola Šmihel 
Osnovna šola Trzin
Osnovna šola Kobilje
Osnovna šola Šentvid
Osnovna šola Miklavž pri Ormožu
Osnovna šola Stara Cerkev
Osnovna šola Žetale
Osnovna šola Prežihovega Voranca Bistrica
Osnovna šola Borisa Kidrièa Maribor
Osnovna šola Šalovci
Osnovna šola Šmarje pri Kopru
Osnovna šola Tonèke Èeè Trbovlje
Osnovna šola Breg 
Osnovna šola Muta
Osnovna šola Èrna na Koroškem
Osnovna šola Simona Kosa Podbrdo
IV. osnovna šola Celje
Osnovna šola Medvode
Osnovna šola Ivana Roba Šempeter pri Gorici
Osnovna šola Cerkvenjak - Vitomarci
Osnovna šola bratov Letonja Šmartno ob Paki
Osnovna šola Toneta Èufarja Jesenice
Osnovna šola Frana Roša Celje
Dvojezièna osnovna šola Genterovci
Osnovna šola Frana Metelka Škocjan
Osnovna šola Prežihovega Voranca Ravne na Koroškem
Osnovna šola Franceta Bevka Tolmin Podružnièna šola za izobraževanje in usposabljanje otrok s posebnimi potrebami v Tolminu
Osnovna šola Roje 
Dvojezièna osnovna šola II Lendava 
Osnovna šola Dekani
Osnovna šola dr. Vita Kraigherja Ljubljana
Osnovna šola Ivana Cankarja Trbovlje
Center IRIS - Center za izobraževanje rehabilitacijo inkluzijo in svetovanje za slepe in slabovidne
Dvojezièna osnovna šola Dobrovnik
Osnovna šola Cirkulane - Zavrè
Osnovna šola Gorišnica
Osnovna šola Prule
Osnovna šola Pirnièe
Osnovna šola Muta Oddelki osnovne šole s prilagojenim programom
Osnovna šola Prežihovega Voranca Maribor
Osnovna šola Žiri
Osnovna šola Lava Celje
Osnovna šola Olge Megliè 
Osnovna šola Nove Jarše
Osnovna šola Gustava Šiliha Maribor
Osnovna šola Antona Martina Slomška Vrhnika
Osnovna šola dr. Mihajla Rostoharja Krško
Osnovna šola Božidarja Jakca Ljubljana
Osnovna šola Danila Lokarja Ajdovšèina Enota s prilagojenim programom
Osnovna šola dr. Ivana Prijatelja Sodražica
Osnovna šola Vrhovci
Osnovna šola Raèe
Osnovna šola Drska
Osnovna šola prof. dr. Josipa Plemlja Bled
Osnovna šola Gustava Šiliha Laporje
Osnovna šola Ljudski vrt Ptuj Podružnica Grajena
Osnovna šola Beltinci
Osnovna šola Prestranek
Osnovna šola Koroška Bela Jesenice
JVIZ III. Osnovna šola Rogaška Slatina
Osnovna šola Stranje
Osnovna šola Idrija Enota s prilagojenim uènim programom
Osnovna šola dr. Jožeta Puènika Èrešnjevec
Osnovna šola Janka Padežnika Maribor
Osnovna šola Marije Vere 
Osnovna šola Mirana Jarca 
Osnovna šola Oskarja Kovaèièa 
Osnovna šola Ketteja in Murna 
Osnovna šola Podèetrtek
Vzgojnoizobraževalni zavod Frana Milèinskega Smlednik
Osnovna šola Ivana Babièa - Jagra Marezige
"Osnovna šola ""Borcev za severno mejo"" Maribor"
Osnovna šola Metlika
Osnovna šola Vinica
II. osnovna šola Celje
Osnovna šola Komandanta Staneta Dragatuš
Osnovna šola Col
Osnovna šola Dragotina Ketteja 
Center za komunikacijo sluh in govor Portorož
Osnovna šola Bistrica ob Sotli
Osnovna šola Sreèka Kosovela Sežana 
Osnovna šola Stari trg ob Kolpi
Osnovna šola Fokovci
Osnovna šola Antona Aškerca Rimske Toplice
Osnovna šola Bakovci
Osnovna šola Partizanska bolnišnica Jesen Tinje
Osnovna šola Jakobski Dol
Osnovna šola Šentjanž pri Dravogradu
Osnovna šola Hinka Smrekarja Ljubljana
Osnovna šola Preserje
Osnovna šola Franja Malgaja Šentjur
Osnovna šola Helene Puhar Kranj
Osnovna šola dr. Bogomirja Magajne Divaèa
Osnovna šola Mirana Jarca Èrnomelj
Osnovna šola Dramlje
Osnovna šola Petrovèe
Osnovna šola Trbovlje
Osnovna šola Toneta Èufarja Maribor
Osnovna šola Jakoba Aljaža Kranj
Osnovna šola Podboèje
Osnovna šola Jožeta Gorjupa Kostanjevica na Krki
Osnovna šola Selnica ob Dravi
Osnovna šola Dobrepolje Podružnièna šola Struge
Osnovna šola Jožeta Hudalesa Jurovski dol
Osnovna šola Lucija
Osnovna šola narodnega heroja Maksa Peèarja
Osnovna šola Kanal
Osnovna šola Kozara Nova Gorica
Osnovna šola Sveti Jurij ob Šèavnici
Osnovna šola Branik
Osnovna šola Griže
Osnovna šola Simona Jenka 
Osnovna šola Miklavž na Dravskem polju
Osnovna šola Vincenzo e Diego de Castro Piran
Osnovna šola Miren
Osnovna šola Pesnica
Osnovna šola Brezno - Podvelka Podružnica Kapla na Kozjaku
Osnovna šola Staneta Žagarja Lipnica
Osnovna šola Cirila Kosmaèa Piran
Osnovna šola Predoslje Kranj
Osnovna šola Dobrova
