izb0;izb1;izb2;izb3;izb4;izb5;izb6;izb7;izb8;izb9;izb10;izb11;izb12;izb13;izb14;izb15;izb16;izb17;izb18;izb19;izb20;izb21;izb22;izb23;izb24;izb25;izb26;izb27;izb28;izb29;izb30;izb31;izb32;izb33;izb34;izb35;izb36;izb37;izb38;izb39;izb40;izb41;izb42;izb43;izb44;izb45;izb46;izb47;izb48;izb49;izb50;izb51;izb52;izb53;izb54;izb55;izb56;izb57;izb58;izb59
0.010147601476;0.00553505535055;0.0;0.0119926199262;0.0;0.0;0.0;0.0;0.00645756457565;0.00645756457565;0.0;0.0;0.0;0.0;0.0;0.0;0.00369003690037;0.0;0.0;0.0;0.00461254612546;0.0;0.0;0.0;0.0;0.0;0.00738007380074;0.0230627306273;0.0;0.0;0.0;0.0193726937269;0.00645756457565;0.00830258302583;0.0;0.0;0.010147601476;0.00553505535055;0.0;0.0;0.010147601476;0.00184501845018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0138376383764;0.00369003690037;0.0;0.00645756457565;0.00830258302583;0.010147601476;0.0;0.0;0.0
0.0119760479042;0.00718562874251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0059880239521;0.0;0.0;0.0;0.00958083832335;0.0;0.0;0.0;0.00718562874251;0.0;0.0;0.00718562874251;0.00718562874251;0.00718562874251;0.0;0.00718562874251;0.0;0.0119760479042;0.00958083832335;0.0;0.0119760479042;0.0;0.014371257485;0.0;0.0;0.00718562874251;0.0;0.00718562874251;0.0;0.0119760479042;0.0;0.0059880239521;0.00958083832335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0131736526946;0.0;0.0;0.00718562874251;0.00838323353293;0.00718562874251;0.0;0.0;0.0
0.00453608247423;0.0;0.00185567010309;0.0;0.0;0.0;0.0;0.0;0.0;0.00309278350515;0.00309278350515;0.00618556701031;0.0;0.00474226804124;0.00185567010309;0.0;0.00453608247423;0.0;0.00288659793814;0.00185567010309;0.0;0.0;0.00164948453608;0.0;0.0;0.0;0.0020618556701;0.00639175257732;0.0;0.00268041237113;0.0;0.00845360824742;0.00453608247423;0.00288659793814;0.00185567010309;0.0;0.0;0.00432989690722;0.00247422680412;0.00432989690722;0.00432989690722;0.00309278350515;0.0;0.0;0.0;0.0;0.0;0.00185567010309;0.00164948453608;0.0;0.0;0.00907216494845;0.0;0.00288659793814;0.00453608247423;0.00288659793814;0.00886597938144;0.0;0.00268041237113;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0213903743316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0213903743316;0.0;0.0;0.0;0.0;0.0213903743316;0.0;0.0;0.0;0.0320855614973;0.0;0.0;0.0213903743316;0.0267379679144;0.0;0.0;0.0;0.0;0.0;0.0;0.0213903743316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.583333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.00793650793651;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0269841269841;0.0;0.0;0.0;0.0206349206349;0.0;0.0;0.00952380952381;0.0;0.0;0.015873015873;0.0126984126984;0.0;0.0;0.0;0.0;0.0;0.0047619047619;0.0269841269841;0.0;0.0206349206349;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0222222222222;0.0;0.0;0.015873015873;0.0;0.0142857142857;0.0;0.0;0.0;0.0;0.0;0.0206349206349;0.0;0.0;0.0;0.0142857142857;0.0;0.0;0.0;0.0253968253968;0.0206349206349;0.0111111111111;0.0111111111111;0.0
0.00193143408981;0.00531144374698;0.00313858039594;0.0;0.0;0.0;0.00169000482859;0.0;0.00386286817962;0.00434572670208;0.0;0.00241429261226;0.0;0.00507001448576;0.0;0.0;0.00507001448576;0.00289715113472;0.0;0.00217286335104;0.00531144374698;0.0;0.00169000482859;0.00265572187349;0.00265572187349;0.0;0.00193143408981;0.0120714630613;0.0;0.00507001448576;0.0;0.00724287783679;0.00386286817962;0.00144857556736;0.0;0.0;0.00144857556736;0.00265572187349;0.00265572187349;0.00603573153066;0.00482858522453;0.0045871559633;0.00193143408981;0.0;0.0;0.0;0.0;0.00772573635925;0.0;0.00193143408981;0.0;0.00603573153066;0.0;0.00193143408981;0.00169000482859;0.00313858039594;0.0115886045389;0.0036214389184;0.00410429744085;0.0
0.00153778558875;0.00131810193322;0.00109841827768;0.0;0.00175746924429;0.000659050966608;0.0;0.00351493848858;0.00131810193322;0.00659050966608;0.00483304042179;0.00197715289982;0.00153778558875;0.00615114235501;0.0;0.00395430579965;0.00483304042179;0.0;0.0;0.000878734622144;0.00329525483304;0.0;0.00197715289982;0.00131810193322;0.0;0.0;0.00439367311072;0.00615114235501;0.00131810193322;0.0030755711775;0.00219683655536;0.0030755711775;0.000878734622144;0.0;0.00615114235501;0.00351493848858;0.0030755711775;0.0;0.0;0.00395430579965;0.0;0.00461335676626;0.0;0.00109841827768;0.0;0.00637082601054;0.0;0.00373462214411;0.0;0.0;0.0;0.00615114235501;0.0;0.0;0.0024165202109;0.00593145869947;0.00615114235501;0.00131810193322;0.00197715289982;0.000659050966608
0.0033731984054;0.0;0.0033731984054;0.0;0.00306654400491;0.0;0.00183992640294;0.0;0.00613308800981;0.00521312480834;0.0;0.0;0.0;0.00275988960442;0.0;0.0;0.00490647040785;0.0;0.0;0.0;0.00398650720638;0.0;0.0;0.0033731984054;0.0;0.0;0.00827966881325;0.0113462128182;0.0;0.00551977920883;0.0;0.0104262496167;0.0;0.00582643360932;0.00275988960442;0.00367985280589;0.00214658080343;0.0;0.00521312480834;0.00245323520393;0.00306654400491;0.0064397424103;0.00153327200245;0.0;0.00214658080343;0.0;0.00306654400491;0.00275988960442;0.0;0.00429316160687;0.0;0.0104262496167;0.00367985280589;0.00214658080343;0.00429316160687;0.0064397424103;0.0110395584177;0.0;0.00521312480834;0.0
0.00296345077379;0.00757326308857;0.00230490615739;0.0;0.0;0.0;0.0;0.00592690154758;0.0;0.00263417846559;0.00428054000659;0.0;0.0013170892328;0.00559762923938;0.0;0.00493908462298;0.00329272308199;0.0;0.00164636154099;0.00164636154099;0.00329272308199;0.0;0.00296345077379;0.0;0.0;0.0;0.0;0.00790253539677;0.0;0.00329272308199;0.00526835693118;0.00921962462957;0.0;0.00362199539019;0.00362199539019;0.0;0.00329272308199;0.00296345077379;0.00230490615739;0.00559762923938;0.0;0.00230490615739;0.0;0.0;0.00164636154099;0.0;0.00856108001317;0.00658544616398;0.0;0.0;0.0;0.00921962462957;0.00460981231478;0.00790253539677;0.00296345077379;0.00428054000659;0.00921962462957;0.00230490615739;0.00460981231478;0.0
