sola;izb0;izb1;izb2;izb3;izb4;izb5;izb6;izb7;izb8;izb9;izb10;izb11;izb12;izb13;izb14;izb15;izb16;izb17;izb18;izb19;izb20;izb21;izb22;izb23;izb24;izb25;izb26;izb27;izb28;izb29;izb30;izb31;izb32;izb33;izb34;izb35;izb36;izb37;izb38;izb39;izb40;izb41;izb42;izb43;izb44;izb45;izb46;izb47;izb48;izb49;izb50;izb51;izb52;izb53;izb54;izb55;izb56;izb57;izb58;izb59;izb60;izb61;izb62;izb63;izb64;izb65;izb66;izb67;izb68;izb69;izb70;izb71;izb72;izb73;izb74;izb75;izb76;izb77;izb78;izb79;izb80;izb81;izb82;izb83;izb84;izb85;izb86;izb87;izb88;izb89;izb90;izb91;izb92;izb93;izb94;izb95;izb96;izb97;izb98;izb99;izb100;izb101;izb102;izb103;izb104;izb105;izb106;izb107;izb108;izb109;izb110;izb111;izb112;izb113;izb114;izb115;izb116;izb117;izb118;izb119
Osnovna šola Spodnja Idrija;0;0;0;0.011475409836065573;0;0;0;0;0;0;0.009289617486338797;0.007103825136612022;0;0.004918032786885246;0.008743169398907104;0;0;0;0.006557377049180328;0.004371584699453552;0;0;0;0;0;0;0;0;0;0;0.003825136612021858;0;0.015300546448087432;0;0;0;0;0;0;0;0.00819672131147541;0;0;0;0;0;0;0;0;0;0;0.00819672131147541;0;0;0;0;0;0.013114754098360656;0;0.004918032786885246;0.006557377049180328;0;0;0.004371584699453552;0;0;0;0.010382513661202186;0.004371584699453552;0;0;0.007650273224043716;0.00546448087431694;0;0;0;0;0.004371584699453552;0;0;0;0;0;0;0;0;0.002185792349726776;0;0;0;0;0;0;0;0;0;0.004371584699453552;0;0;0;0;0.010382513661202186;0;0;0;0;0.007650273224043716;0;0;0;0.008743169398907104;0;0.009836065573770493;0;0;0;0.003278688524590164;0;0;0
Osnovna šola Zbora odposlancev Koèevje;0;0;0.0012787723785166241;0.0038363171355498722;0;0.007033248081841432;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002237851662404092;0;0;0;0.002877237851662404;0;0;0;0;0;0;0;0;0;0;0.01118925831202046;0;0;0;0;0;0.002877237851662404;0;0;0;0.0025575447570332483;0.002237851662404092;0;0;0.005434782608695652;0;0;0.0019181585677749361;0;0;0;0;0;0.0038363171355498722;0;0;0.007352941176470588;0.003516624040920716;0;0.002877237851662404;0;0;0;0.00959079283887468;0.002237851662404092;0;0;0;0;0;0;0;0;0.002237851662404092;0;0;0;0;0.0038363171355498722;0;0;0.005754475703324808;0.006074168797953964;0;0;0;0.0006393861892583121;0;0.003516624040920716;0;0;0;0.007352941176470588;0.00159846547314578;0;0;0;0.007033248081841432;0;0;0;0.0012787723785166241;0.0025575447570332483;0;0;0;0.00159846547314578;0;0.008951406649616368;0.002237851662404092;0;0;0.004475703324808184;0;0;0
Osnovna šola Rudija Mahnièa - Brkinca Pregarje;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013953488372093023;0;0;0;0.009302325581395349;0;0;0;0.03255813953488372;0;0.023255813953488372;0;0;0;0;0;0;0;0;0;0.013953488372093023;0.027906976744186046;0.023255813953488372;0;0;0;0;0;0.013953488372093023;0;0.018604651162790697;0;0.018604651162790697;0.009302325581395349;0;0;0;0;0.037209302325581395;0;0;0;0.018604651162790697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027906976744186046;0.018604651162790697;0;0;0;0;0;0.013953488372093023;0;0;0.03255813953488372;0;0;0;0;0;0.05116279069767442;0;0;0;0.03255813953488372;0;0;0
Osnovna šola Toneta Èufarja;0;0;0;0.0065535851966075555;0;0.00963762528912876;0;0;0;0;0;0.004626060138781804;0;0;0;0;0;0;0;0.0050115651503469544;0;0;0;0;0;0;0;0;0;0;0.0030840400925212026;0;0;0;0.004240555127216654;0;0;0;0;0;0.003469545104086353;0;0;0;0;0.002313030069390902;0;0;0.006168080185042405;0;0;0.006939090208172706;0;0;0;0;0;0.0050115651503469544;0.0019275250578257518;0;0.007324595219737857;0;0;0.0038550501156515036;0;0;0;0.004240555127216654;0;0;0;0;0;0;0;0;0;0.007710100231303007;0;0;0;0;0;0.008866615265998457;0;0;0.0019275250578257518;0;0;0;0;0.002313030069390902;0;0;0;0.006939090208172706;0;0;0;0;0;0.004240555127216654;0;0.0015420200462606013;0;0;0.004626060138781804;0;0;0;0.008481110254433308;0;0.0050115651503469544;0;0;0;0.005782575173477255;0;0;0.0026985350809560524
Osnovna šola Korena;0;0;0;0.004574565416285453;0;0;0.0027447392497712718;0;0;0;0;0;0;0;0;0;0;0;0;0.013723696248856358;0;0.009149130832570906;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009149130832570906;0;0;0;0;0.018298261665141813;0;0;0;0;0;0;0;0;0;0.013723696248856358;0;0;0;0;0;0;0.0036596523330283625;0;0;0.008234217749313814;0;0;0.010064043915827997;0;0;0;0.009149130832570906;0;0;0;0;0;0;0;0;0;0;0;0.008234217749313814;0.008234217749313814;0;0;0.0054894784995425435;0;0;0.006404391582799634;0;0;0;0;0;0;0;0;0.01463860933211345;0.008234217749313814;0;0;0;0;0;0;0;0;0;0.009149130832570906;0;0;0;0.010978956999085087;0;0.009149130832570906;0;0;0;0.0054894784995425435;0;0;0
Osnovna šola Artièe;0;0;0;0.009019165727170236;0.011273957158962795;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004509582863585118;0.012965050732807215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010146561443066516;0;0;0;0;0;0.005073280721533258;0;0;0.002818489289740699;0;0.008455467869222097;0;0;0.010710259301014656;0;0;0;0;0;0;0;0;0.006764374295377677;0;0;0.02367531003382187;0;0.010710259301014656;0.0062006764374295375;0;0;0;0.010146561443066516;0;0;0;0;0;0;0;0;0.009019165727170236;0.006764374295377677;0;0;0.005636978579481398;0;0;0.006764374295377677;0;0;0.0016910935738444193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0062006764374295375;0;0;0;0.004509582863585118;0;0;0;0.003945885005636978;0;0.012965050732807215;0;0;0;0.002818489289740699;0;0;0
Osnovna šola Elvire Vatovec Prade - Koper;0.004906470407850353;0;0;0.006746396810794235;0;0.0030665440049064702;0;0.0030665440049064702;0;0.0024532352039251764;0.004906470407850353;0.0036798528058877645;0.004293161606869059;0;0;0;0;0.0036798528058877645;0;0.0009199632014719411;0;0;0;0.0030665440049064702;0;0;0;0;0;0.0033731984053971173;0;0;0;0;0.006746396810794235;0;0;0;0;0.0061330880098129405;0.013186139221097824;0;0;0;0.0036798528058877645;0.0021465808034345293;0;0;0.006746396810794235;0;0.0015332720024532351;0.0018399264029438822;0.0027598896044158236;0.005826433609322294;0;0;0;0.00919963201471941;0;0;0.008586323213738117;0;0;0.004906470407850353;0;0.004906470407850353;0;0.008586323213738117;0;0;0;0.004906470407850353;0;0;0;0;0;0.0030665440049064702;0;0;0.003986507206378411;0;0;0.004906470407850353;0;0;0.0015332720024532351;0;0.0018399264029438822;0;0;0.0006133088009812941;0;0;0;0.003986507206378411;0.0061330880098129405;0.0030665440049064702;0.005213124808341;0;0.0012266176019625882;0.0033731984053971173;0.005826433609322294;0;0;0;0.004293161606869059;0.0015332720024532351;0;0;0.0015332720024532351;0.0012266176019625882;0.011039558417663294;0.004599816007359705;0.0018399264029438822;0;0.004599816007359705;0;0;0.003986507206378411
Osnovna šola Horjul;0;0;0;0.004524886877828055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007239819004524887;0;0;0;0;0;0;0.006787330316742082;0;0.007239819004524887;0.004072398190045249;0;0;0;0;0.0058823529411764705;0;0.005429864253393665;0;0.0058823529411764705;0;0.004072398190045249;0;0.004072398190045249;0.005429864253393665;0;0.004072398190045249;0.005429864253393665;0;0.004977375565610859;0;0;0.004072398190045249;0;0.006787330316742082;0;0;0;0.0058823529411764705;0;0;0.007239819004524887;0;0;0.004072398190045249;0;0;0.0036199095022624436;0.006334841628959276;0.004072398190045249;0;0;0;0.0058823529411764705;0;0;0;0.004524886877828055;0;0;0;0.0022624434389140274;0;0.004524886877828055;0.006787330316742082;0;0.0036199095022624436;0.0027149321266968325;0;0;0;0;0;0;0;0.004977375565610859;0.009954751131221719;0.00904977375565611;0;0;0;0;0.0036199095022624436;0;0;0;0;0.003167420814479638;0;0;0;0.004524886877828055;0;0.012217194570135747;0.005429864253393665;0;0;0.008144796380090498;0;0;0
Osnovna šola Simona Jenka Kranj Podružnica Center;0;0;0;0.008327024981074944;0;0.003785011355034065;0;0;0;0.006056018168054504;0;0;0;0.004920514761544285;0;0;0;0;0.005299015897047691;0.008327024981074944;0;0;0;0;0;0;0;0;0.004163512490537472;0;0;0;0;0;0.004542013626040878;0;0;0;0;0;0.003785011355034065;0;0;0;0;0;0;0;0.0034065102195306586;0;0;0.0026495079485238456;0;0;0;0;0;0.00984102952308857;0;0.003785011355034065;0.006056018168054504;0;0;0.0026495079485238456;0;0;0;0.005299015897047691;0;0;0;0.006434519303557911;0.004542013626040878;0;0;0;0;0.004920514761544285;0;0;0;0;0.006056018168054504;0;0;0;0.007191521574564724;0;0;0;0;0;0;0;0;0.005299015897047691;0.005677517032551098;0;0;0;0;0.007191521574564724;0;0;0;0;0.007191521574564724;0;0;0;0.01097653292959879;0;0.003028009084027252;0;0;0;0.004163512490537472;0;0;0
Osnovna šola Kašelj;0;0;0;0.004892966360856269;0.004281345565749235;0.004281345565749235;0;0;0;0;0;0;0.004892966360856269;0;0;0;0;0;0;0.00672782874617737;0;0;0;0.00856269113149847;0;0;0.005504587155963303;0.0024464831804281344;0;0;0;0;0;0;0.00856269113149847;0;0;0;0;0;0.010397553516819572;0;0;0;0.003669724770642202;0.01651376146788991;0;0;0.00856269113149847;0;0;0;0;0;0;0;0;0.004892966360856269;0;0;0.01651376146788991;0;0;0.004281345565749235;0.007339449541284404;0;0;0.00856269113149847;0;0;0;0;0;0;0;0;0.004281345565749235;0.004892966360856269;0;0;0.0061162079510703364;0;0;0.007951070336391437;0;0;0.003669724770642202;0;0.001834862385321101;0;0;0;0;0;0.009174311926605505;0;0.014678899082568808;0.0061162079510703364;0.005504587155963303;0;0;0;0;0.0024464831804281344;0;0.003669724770642202;0.007951070336391437;0;0;0;0.001834862385321101;0;0.012844036697247707;0;0;0;0.0061162079510703364;0;0;0
Osnovna šola Brežice;0.00016998130205677376;0;0;0.0015298317185109638;0.0011898691143974163;0.0015298317185109638;0;0;0;0;0;0.003909569947305796;0;0.0015298317185109638;0.000679925208227095;0;0;0.00271970083290838;0.0008499065102838688;0.006969233384327724;0;0;0;0.0037395886452490225;0.0003399626041135475;0;0;0;0;0;0;0;0;0;0.0015298317185109638;0;0;0;0.004419513853476118;0;0.0008499065102838688;0;0;0;0.000679925208227095;0;0.000679925208227095;0;0.0015298317185109638;0;0;0.0037395886452490225;0;0.0037395886452490225;0.0011898691143974163;0;0.0008499065102838688;0.0030596634370219276;0;0;0.0005099439061703213;0;0.0008499065102838688;0.0032296447390787013;0;0;0;0.013938466768655448;0;0.0010198878123406426;0;0.0005099439061703213;0;0;0;0;0.0011898691143974163;0.0030596634370219276;0;0;0.0008499065102838688;0;0.0008499065102838688;0.0016998130205677375;0.002039775624681285;0;0.004249532551419344;0;0;0;0;0.002039775624681285;0.002209756926738059;0;0;0.0016998130205677375;0.0005099439061703213;0.00271970083290838;0;0;0.0005099439061703213;0.00135985041645419;0;0;0;0.0008499065102838688;0.004589495155532891;0;0;0;0.006629270780214177;0.0016998130205677375;0.0010198878123406426;0;0;0;0.002209756926738059;0;0;0.0023797382287948326
Osnovna šola Milan Majcen Šentjanž;0;0;0;0.015596330275229359;0;0.010091743119266056;0;0;0;0;0;0;0;0;0;0;0;0.01834862385321101;0;0.006422018348623854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010091743119266056;0;0;0;0;0.005504587155963303;0;0.0045871559633027525;0;0;0.008256880733944955;0.0045871559633027525;0;0;0;0;0;0.02110091743119266;0;0;0.009174311926605505;0;0;0.008256880733944955;0;0;0;0.005504587155963303;0.009174311926605505;0;0.006422018348623854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003669724770642202;0;0;0;0;0;0;0;0;0;0.0045871559633027525;0;0;0;0;0.005504587155963303;0;0;0;0;0.003669724770642202;0;0;0;0.003669724770642202;0;0.005504587155963303;0;0;0;0.011009174311926606;0;0;0
Osnovna šola Martina Krpana Ljubljana;0;0;0;0.0020999580008399833;0;0.00125997480050399;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00503989920201596;0;0;0;0;0;0;0;0;0.007979840403191937;0;0.004199916001679967;0;0;0;0.009239815203695927;0;0;0;0.0020999580008399833;0;0.0033599328013439733;0;0.0029399412011759767;0;0.00251994960100798;0.005459890802183957;0;0;0.0033599328013439733;0;0;0;0;0;0;0;0;0.0029399412011759767;0.004199916001679967;0;0.014279714405711887;0;0.0033599328013439733;0.0016799664006719867;0.004199916001679967;0;0;0.00881982360352793;0;0;0;0;0;0;0;0;0;0.009659806803863923;0;0;0;0;0.007979840403191937;0;0;0;0.0037799244015119695;0;0;0;0;0;0;0;0;0;0.00251994960100798;0;0;0;0;0.01007979840403192;0;0.004199916001679967;0;0.005879882402351953;0.00503989920201596;0;0;0;0.004199916001679967;0;0.015959680806383873;0;0;0;0.0029399412011759767;0;0;0
Osnovna šola Grm Novo mesto;0;0;0;0.001837859914233204;0;0.001225239942822136;0;0;0;0;0;0.0032673065141923625;0.0034715131713293854;0;0;0;0;0;0;0.005921993056973657;0;0;0;0;0;0;0;0;0.004900959771288544;0.0026546865427812946;0;0;0;0;0.003879926485603431;0;0;0;0;0;0.0016336532570961813;0;0;0;0;0;0;0;0;0;0.001837859914233204;0.00306309985705534;0.0014294465999591588;0;0;0;0;0.004288339799877476;0;0.002450479885644272;0.0020420665713702267;0;0;0.006943026342658771;0;0;0;0.009393506228303043;0.0026546865427812946;0;0;0;0.011639779456810292;0;0;0.0010210332856851133;0;0.002450479885644272;0;0;0.00306309985705534;0;0.004288339799877476;0;0;0;0.004288339799877476;0;0.0020420665713702267;0;0;0.0014294465999591588;0.007147232999795793;0;0.002450479885644272;0;0.0016336532570961813;0;0.0034715131713293854;0;0;0.0014294465999591588;0;0;0;0.0028588931999183175;0.0034715131713293854;0;0;0;0.009393506228303043;0;0.011843986113947314;0;0;0;0.004084133142740453;0;0;0.001225239942822136
Osnovna šola Antona Tomaža Linharta Radovljica;0;0.0024586133420750698;0;0.0022947057859367317;0.001966890673660056;0.004425504015735125;0;0.003933781347320112;0;0;0;0.0018029831175217178;0.001966890673660056;0;0;0;0;0;0.004261596459596787;0.009998360924438617;0.0018029831175217178;0;0;0;0;0;0.0022947057859367317;0;0.0029503360104900836;0.0037698737911817733;0;0.0011473528929683658;0;0;0.009342730699885265;0;0;0;0.0016390755613833797;0;0.0024586133420750698;0;0;0;0;0.005245041796426815;0;0;0.001966890673660056;0;0;0.003933781347320112;0;0.005572856908703491;0;0;0;0.0018029831175217178;0;0.0029503360104900836;0.005408949352565153;0;0.0013112604491067037;0.0031142435666284217;0;0;0;0.007048024913948533;0.0036059662350434356;0;0;0.005245041796426815;0.0034420586789050975;0;0;0;0.0037698737911817733;0.001966890673660056;0;0;0;0;0.008031470250778562;0;0;0;0.0047533191280118015;0;0.0008195377806916899;0;0;0.000983445336830028;0;0.001966890673660056;0.0027864284543517455;0;0.004097688903458449;0;0.0031142435666284217;0;0;0;0;0;0;0;0.0037698737911817733;0;0;0;0.0047533191280118015;0;0.006884117357810195;0;0;0;0.0022947057859367317;0;0;0.0013112604491067037
Osnovna šola Toneta Okrogarja ;0;0;0.0017866258295048494;0.002041858090862685;0;0.005359877488514548;0;0;0;0;0.005615109749872384;0;0.002041858090862685;0.003318019397651863;0;0;0;0;0.0010209290454313426;0.005359877488514548;0;0;0;0;0;0;0;0;0.01174068402246044;0;0;0.01225114854517611;0.002552322613578356;0;0.011995916283818275;0;0;0;0.005104645227156712;0;0.002552322613578356;0;0.009188361408882083;0;0.0017866258295048494;0.006891271056661562;0;0;0.002041858090862685;0;0;0.002807554874936192;0;0.002807554874936192;0;0;0;0.002041858090862685;0;0;0.00587034201123022;0;0.0030627871362940277;0.0017866258295048494;0;0;0;0.012761613067891782;0;0;0;0.0071465033180193975;0;0;0;0.0017866258295048494;0.0015313935681470138;0.0010209290454313426;0;0;0.0015313935681470138;0;0.008933129147524248;0.005615109749872384;0;0;0.0015313935681470138;0;0;0;0;0;0.0007656967840735069;0;0;0;0.0030627871362940277;0.0017866258295048494;0.013782542113323124;0.002041858090862685;0;0.005615109749872384;0.0030627871362940277;0;0;0;0.002807554874936192;0;0;0;0.0015313935681470138;0;0.006891271056661562;0.002297090352220521;0;0.003318019397651863;0.0017866258295048494;0;0;0
Osnovna šola Šturje Ajdovšèina;0;0;0;0.005067567567567568;0;0;0;0;0;0.01266891891891892;0;0;0;0.007601351351351352;0;0;0;0;0.0059121621621621625;0;0;0;0;0.005067567567567568;0;0;0;0;0;0.008023648648648648;0.0033783783783783786;0;0;0;0.007601351351351352;0;0;0;0.00633445945945946;0;0.005489864864864865;0;0;0;0;0.016469594594594593;0;0;0.00633445945945946;0;0;0.005067567567567568;0;0;0;0;0;0.0059121621621621625;0.005067567567567568;0;0.011402027027027027;0;0;0.007601351351351352;0.005067567567567568;0;0;0.008868243243243243;0;0;0;0;0.0033783783783783786;0;0;0;0;0.0071790540540540545;0;0.003800675675675676;0.005489864864864865;0;0.013091216216216216;0.00633445945945946;0;0;0;0;0;0;0;0;0;0;0.005067567567567568;0;0.008023648648648648;0;0;0;0;0.009290540540540541;0;0.004222972972972973;0;0.00633445945945946;0.005489864864864865;0;0;0;0;0;0.006756756756756757;0.0059121621621621625;0;0;0.005067567567567568;0;0;0
Osnovna šola Šmarjeta;0;0;0;0.006817213463996591;0.007243289305496378;0;0;0;0;0;0;0.009373668512995313;0;0;0;0;0;0;0;0.0034086067319982955;0;0;0;0;0;0;0;0;0.007243289305496378;0;0;0;0;0;0.010651896037494673;0;0;0;0;0;0.004686834256497656;0;0;0;0;0.006817213463996591;0;0;0.0025564550489987218;0;0;0;0;0.007669365146996165;0;0;0;0.006391137622496805;0;0;0.011930123561994035;0;0;0.004260758414997869;0;0;0;0.006391137622496805;0;0;0;0.004686834256497656;0;0;0;0.004686834256497656;0;0.006817213463996591;0;0.004686834256497656;0;0;0.007243289305496378;0.0034086067319982955;0;0;0.007669365146996165;0;0;0;0;0;0;0;0;0.008947592671495527;0.0038346825734980826;0;0;0;0;0.008095440988495952;0;0;0;0.0034086067319982955;0.004260758414997869;0;0;0;0.0038346825734980826;0;0.008095440988495952;0.011077971878994461;0;0;0.002982530890498509;0;0;0.0012782275244993609
Osnovna šola Slivnica pri Celju;0;0;0.003867640739149119;0.005156854318865492;0.006446067898581865;0;0;0.026643747314138374;0;0;0;0;0;0;0;0;0;0;0.0034379028792436614;0.01289213579716373;0;0;0;0;0;0;0.002578427159432746;0;0.019338203695745595;0;0;0.007735281478298238;0;0;0.004727116458960034;0;0;0;0;0;0.002578427159432746;0;0;0;0;0.00730554361839278;0;0;0;0;0;0.011602922217447357;0;0.00558659217877095;0;0;0;0.006446067898581865;0;0;0.007735281478298238;0;0;0.00558659217877095;0.0034379028792436614;0;0;0.006875805758487323;0.0030081650193382035;0;0;0.009454232917920068;0.0034379028792436614;0;0;0;0;0;0;0.003867640739149119;0;0;0.0034379028792436614;0;0;0;0.005156854318865492;0;0;0;0;0;0;0;0;0;0.003867640739149119;0;0;0;0;0.004297378599054577;0;0;0;0;0.009883970777825527;0;0;0;0.002578427159432746;0;0.006446067898581865;0;0;0;0.004727116458960034;0;0;0
Osnovna šola Koseze;0;0;0;0.004567513559805881;0;0;0;0;0;0.015415358264344847;0;0.0034256351698544107;0.003711104767342278;0;0;0;0;0;0;0.012560662289466172;0.003996574364830145;0;0;0;0;0;0.006851270339708821;0;0.0019982871824150727;0;0.003711104767342278;0;0;0;0.007136739937196689;0;0;0.0005709391949757351;0;0;0;0;0.005709391949757351;0;0;0.004282043962318013;0;0;0;0;0;0;0;0;0;0;0.0014273479874393378;0.005138452754781616;0.0019982871824150727;0;0.003711104767342278;0;0;0.006851270339708821;0;0;0;0.006565800742220953;0;0;0;0;0.003996574364830145;0.0028546959748786756;0;0;0.004282043962318013;0.003996574364830145;0;0;0.0059948615472452185;0;0;0.0019982871824150727;0;0;0.0059948615472452185;0.0005709391949757351;0.0034256351698544107;0;0;0.0034256351698544107;0;0;0.0019982871824150727;0;0.003711104767342278;0;0.0022837567799029405;0;0;0.008278618327148159;0.0028546959748786756;0.0019982871824150727;0;0.004852983157293748;0.0017128175849272054;0;0;0;0.006280331144733086;0;0.0034256351698544107;0.011418783899514702;0;0;0.0059948615472452185;0;0;0.002569226377390808
Osnovna šola Toneta Pavèka;0;0;0;0.004291845493562232;0;0.003814973772055317;0;0;0;0;0;0;0;0;0;0;0;0;0.004768717215069146;0.006676204101096805;0;0;0;0;0;0.002384358607534573;0.0019074868860276585;0;0;0;0;0;0;0;0.004291845493562232;0;0;0;0;0;0.004291845493562232;0;0;0.005722460658082976;0;0;0;0;0.002384358607534573;0;0;0.010968049594659036;0;0;0;0;0;0.005722460658082976;0;0;0.01239866475917978;0;0;0.00619933237958989;0.002384358607534573;0;0;0.00715307582260372;0;0;0;0.004291845493562232;0.003814973772055317;0;0;0;0;0.003814973772055317;0.00619933237958989;0;0;0;0;0;0;0;0.005245588936576061;0;0;0;0;0;0;0;0.00619933237958989;0;0.004291845493562232;0;0;0;0;0;0.004291845493562232;0;0;0.0033381020505484026;0.005245588936576061;0;0;0;0.0033381020505484026;0;0.009537434430138292;0;0;0;0.004291845493562232;0;0;0
Osnovna šola Dravlje;0;0;0;0.002451982018798529;0;0;0;0.004495300367797303;0;0.008990600735594606;0;0;0;0;0;0;0;0;0.0032693093583980384;0.012259910093992644;0;0;0;0.0036779730281977932;0;0;0;0;0.006129955046996322;0;0.002043318348998774;0.006129955046996322;0;0;0.0053126277073968125;0;0;0;0;0;0.002043318348998774;0;0;0;0.0028606456885982836;0.005721291377196567;0;0;0.0053126277073968125;0;0;0;0;0;0;0;0.004495300367797303;0.0016346546791990192;0.002043318348998774;0.004903964037597058;0.006129955046996322;0;0;0.0032693093583980384;0;0;0;0.00939926440539436;0.002043318348998774;0;0;0;0.007764609726195341;0;0;0;0.006538618716796077;0.0053126277073968125;0;0;0;0;0.00939926440539436;0;0;0;0.0012259910093992644;0;0;0;0;0;0;0;0.008173273395995096;0;0.0032693093583980384;0.0053126277073968125;0;0;0;0;0;0.0016346546791990192;0;0;0.002043318348998774;0;0;0;0.004086636697997548;0;0.004903964037597058;0.006947282386595832;0;0;0.0036779730281977932;0;0;0
Osnovna šola Šmartno pod Šmarno goro;0;0;0;0.004286589099816289;0;0;0;0;0;0;0;0.0021432945499081446;0;0;0;0;0;0;0;0.006736068585425597;0;0;0;0.0027556644213104714;0;0;0.002449479485609308;0;0;0;0;0.004898958971218616;0;0;0.003674219228413962;0;0;0;0;0;0.004592774035517453;0;0;0;0;0.009491733006736069;0;0;0;0;0;0.007348438456827924;0;0;0;0.001224739742804654;0;0.004898958971218616;0;0;0.009185548071034905;0;0;0.003061849357011635;0;0;0;0.0076546233925290875;0.0052051439069197795;0;0.00612369871402327;0.003061849357011635;0.004286589099816289;0;0;0;0.01224739742804654;0.0076546233925290875;0;0;0.003674219228413962;0;0;0.002449479485609308;0;0;0.003980404164115126;0;0;0;0;0.001224739742804654;0;0;0.004898958971218616;0;0.004898958971218616;0;0;0;0;0.010716472749540722;0;0;0;0;0.003674219228413962;0.0033680342927127987;0;0;0.006429883649724434;0;0.008266993263931415;0.015003061849357012;0.002449479485609308;0;0.006429883649724434;0;0;0.0015309246785058174
Osnovna šola F. S. Finžgarja Lesce;0;0;0;0.008394160583941606;0;0;0;0;0;0;0;0.0018248175182481751;0.0025547445255474453;0.008759124087591242;0;0;0;0;0;0.00291970802919708;0;0;0.0040145985401459855;0.0040145985401459855;0;0;0.0036496350364963502;0.00583941605839416;0;0;0;0;0;0;0.006934306569343066;0;0;0;0;0;0.0025547445255474453;0;0;0.0025547445255474453;0.006569343065693431;0.004744525547445255;0;0;0;0;0;0;0;0.0032846715328467154;0;0;0;0.00291970802919708;0;0;0.007664233576642336;0;0;0.00583941605839416;0;0;0;0.0032846715328467154;0;0;0;0.0036496350364963502;0.0032846715328467154;0;0;0;0;0;0;0;0;0;0.0062043795620437955;0;0;0;0.00291970802919708;0;0;0;0;0;0;0;0;0;0.0036496350364963502;0.00948905109489051;0.00291970802919708;0;0;0.007664233576642336;0;0;0;0;0.0062043795620437955;0;0;0;0.004744525547445255;0;0.008029197080291971;0;0;0;0.0051094890510948905;0;0;0.0025547445255474453
Osnovna šola Fram;0;0;0;0.004514672686230248;0;0.004514672686230248;0;0.01072234762979684;0;0;0;0;0;0;0;0;0;0;0;0.006207674943566591;0;0;0;0;0;0;0.007336343115124154;0;0;0;0;0.0056433408577878106;0;0;0.0056433408577878106;0.009593679458239277;0;0;0;0;0.005079006772009029;0;0;0.004514672686230248;0;0.009593679458239277;0;0;0.003386004514672686;0;0;0.006772009029345372;0;0.006772009029345372;0;0;0;0.01636568848758465;0;0;0.010158013544018058;0;0;0;0.0056433408577878106;0;0;0.007900677200902935;0.006772009029345372;0;0;0.005079006772009029;0.011286681715575621;0;0;0;0;0.010158013544018058;0;0;0;0;0;0.009593679458239277;0;0;0.006207674943566591;0;0;0;0;0;0;0;0;0;0.011851015801354402;0;0;0;0;0.003386004514672686;0;0;0;0;0.010158013544018058;0;0;0;0.008465011286681716;0;0.01580135440180587;0;0;0;0.02144469525959368;0;0;0
Osnovna šola Blaža Kocena Ponikva;0;0;0;0.003056234718826406;0;0.005501222493887531;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006723716381418093;0;0;0;0;0;0;0.011613691931540342;0;0;0;0;0;0;0;0.007334963325183374;0;0;0;0;0;0;0;0;0;0;0.006723716381418093;0;0;0.007334963325183374;0;0;0;0;0;0;0;0;0;0;0;0.013447432762836185;0;0;0.014669926650366748;0.003056234718826406;0;0;0.013447432762836185;0;0;0;0;0.004278728606356968;0;0;0;0;0.007946210268948655;0;0;0.0024449877750611247;0;0;0;0;0;0.004889975550122249;0;0;0;0;0;0.004278728606356968;0;0.009779951100244499;0;0.014058679706601468;0;0;0;0;0;0;0;0;0.005501222493887531;0.003056234718826406;0;0;0;0.01039119804400978;0;0.003056234718826406;0;0;0;0.011002444987775062;0;0;0
Osnovna šola Primoža Trubarja Laško;0;0;0.0018826482585503608;0.0037652965171007216;0;0.0037652965171007216;0;0;0;0.0034515218073423283;0;0;0;0;0;0;0;0;0;0.006589268904926263;0;0;0;0;0;0;0.0028239723878255413;0;0;0;0;0;0;0;0.004079071226859115;0;0;0;0.005020395356134295;0;0.0006275494195167869;0;0;0;0;0.0018826482585503608;0;0;0.0025101976780671476;0;0;0;0;0;0.0015688735487919673;0;0;0.005334170065892689;0;0;0.0072168183244430495;0;0;0.006903043614684657;0.0031377470975839346;0;0;0.004392845936617509;0;0;0;0;0.0018826482585503608;0;0;0;0;0.0006275494195167869;0;0.0031377470975839346;0.0025101976780671476;0;0.0018826482585503608;0.0012550988390335738;0;0;0.0031377470975839346;0;0;0;0;0;0.0021964229683087543;0;0.0028239723878255413;0;0.004706620646375902;0;0;0;0;0.0012550988390335738;0;0;0;0.0028239723878255413;0.0021964229683087543;0;0;0;0.0015688735487919673;0;0.010668340131785378;0.0015688735487919673;0;0;0.005961719485409476;0;0;0
