sola;izb0;izb1;izb2;izb3;izb4;izb5;izb6;izb7;izb8;izb9;izb10;izb11;izb12;izb13;izb14;izb15;izb16;izb17;izb18;izb19;izb20;izb21;izb22;izb23;izb24;izb25;izb26;izb27;izb28;izb29;izb30;izb31;izb32;izb33;izb34;izb35;izb36;izb37;izb38;izb39;izb40;izb41;izb42;izb43;izb44;izb45;izb46;izb47;izb48;izb49;izb50;izb51;izb52;izb53;izb54;izb55;izb56;izb57;izb58;izb59;izb60;izb61;izb62;izb63;izb64;izb65;izb66;izb67;izb68;izb69;izb70;izb71;izb72;izb73;izb74;izb75;izb76;izb77;izb78;izb79;izb80;izb81;izb82;izb83;izb84;izb85;izb86;izb87;izb88;izb89;izb90;izb91;izb92;izb93;izb94;izb95;izb96;izb97;izb98;izb99;izb100;izb101;izb102;izb103;izb104;izb105;izb106;izb107;izb108;izb109;izb110;izb111;izb112;izb113;izb114;izb115;izb116;izb117;izb118;izb119
Osnovna šola Toneta Šraja Aljoše;0;0;0;0.01014760147601476;0.005535055350553505;0;0;0.011992619926199263;0;0;0;0;0;0;0;0;0;0;0.006457564575645757;0.006457564575645757;0;0;0;0.007380073800738007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0036900369003690036;0;0;0;0;0.004612546125461255;0;0;0;0;0;0;0;0;0;0;0;0.007380073800738007;0;0;0.023062730627306273;0;0;0;0;0;0;0.01937269372693727;0.006457564575645757;0;0;0.008302583025830259;0;0;0;0;0;0.01014760147601476;0;0.005535055350553505;0;0;0;0.01014760147601476;0;0;0.0018450184501845018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013837638376383764;0.0036900369003690036;0;0;0;0.006457564575645757;0;0;0;0.008302583025830259;0;0.01014760147601476;0;0;0;0;0;0;0
Osnovna šola Globoko;0;0;0;0.011976047904191617;0.00718562874251497;0;0;0;0;0;0.005988023952095809;0;0;0;0.02155688622754491;0;0;0;0;0.005988023952095809;0;0;0;0;0;0;0;0;0;0;0;0;0.017964071856287425;0;0.009580838323353293;0;0;0;0;0;0;0;0.00718562874251497;0;0;0.00718562874251497;0.00718562874251497;0;0.00718562874251497;0;0;0;0;0.00718562874251497;0;0;0;0.011976047904191617;0;0;0.009580838323353293;0;0;0.011976047904191617;0;0;0;0.01437125748502994;0;0;0;0;0.00718562874251497;0;0;0;0;0.00718562874251497;0;0;0.011976047904191617;0;0;0.005988023952095809;0;0;0.009580838323353293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013173652694610778;0;0;0;0;0.00718562874251497;0;0;0;0.008383233532934131;0;0.00718562874251497;0;0;0;0;0;0;0
Osnovna šola Gornja Radgona;0;0;0;0.004536082474226804;0;0.0018556701030927835;0.0026804123711340207;0;0;0;0;0;0;0;0;0;0;0;0;0.003092783505154639;0;0.003092783505154639;0;0.00288659793814433;0;0.002268041237113402;0.003092783505154639;0;0.006185567010309278;0;0;0;0;0;0.0047422680412371136;0.0018556701030927835;0;0;0;0;0.004536082474226804;0;0;0.00288659793814433;0.0018556701030927835;0;0;0;0.0016494845360824743;0.0026804123711340207;0;0;0;0;0;0;0;0.002061855670103093;0;0;0.006391752577319588;0;0;0.0026804123711340207;0;0;0;0.008453608247422681;0.004536082474226804;0;0;0.00288659793814433;0.0018556701030927835;0;0;0;0;0;0;0.004329896907216495;0.002474226804123711;0;0.004329896907216495;0.004329896907216495;0;0;0.003092783505154639;0;0;0;0;0;0;0;0;0;0.0018556701030927835;0.0016494845360824743;0;0;0;0.009072164948453608;0;0;0;0.00288659793814433;0.004536082474226804;0;0;0;0.00288659793814433;0;0.008865979381443298;0;0;0;0.0026804123711340207;0;0;0
Osnovna šola Jela Janežièa ;0.03208556149732621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0213903743315508;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0213903743315508;0;0;0;0;0;0.0213903743315508;0;0;0;0;0;0;0;0.0213903743315508;0;0;0;0;0;0;0;0;0.03208556149732621;0;0;0;0;0.0213903743315508;0.026737967914438502;0;0;0;0;0;0;0;0;0;0;0;0;0.0213903743315508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Osnovna šola V parku ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4166666666666667;0;0;0;0;0;0.5833333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Osnovna šola Antona Ingolièa Spodnja Polskava Podružnièna šola Pragersko;0;0;0;0.007936507936507936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026984126984126985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020634920634920634;0;0;0;0;0;0.009523809523809525;0;0;0;0.015873015873015872;0.012698412698412698;0;0;0;0;0;0;0;0;0;0;0;0.004761904761904762;0;0;0.026984126984126985;0;0;0.020634920634920634;0;0;0;0.023809523809523808;0;0;0;0;0;0;0;0;0;0.022222222222222223;0;0;0;0;0.015873015873015872;0;0;0;0.014285714285714285;0;0;0;0;0;0;0;0;0;0.020634920634920634;0;0;0;0;0.014285714285714285;0;0;0;0;0;0;0;0;0.025396825396825397;0;0.020634920634920634;0.011111111111111112;0;0;0.011111111111111112;0;0;0
Osnovna šola Notranjski odred Cerknica;0;0;0;0.001931434089811685;0.005311443746982134;0.0031385803959439883;0;0;0;0;0;0;0.0016900048285852245;0;0;0;0;0;0.00386286817962337;0.0043457267020762915;0;0;0;0;0;0;0;0;0.0024142926122646064;0;0;0;0;0;0.005070014485755674;0;0;0;0;0;0.005070014485755674;0;0.0028971511347175277;0;0.0021728633510381457;0.005311443746982134;0;0;0.0016900048285852245;0;0;0.002655721873491067;0;0.002655721873491067;0;0.0016900048285852245;0;0.001931434089811685;0;0.0009657170449058426;0.012071463061323033;0;0;0.005070014485755674;0;0;0;0.007242877836793819;0.00386286817962337;0;0;0.0014485755673587638;0;0;0;0.0016900048285852245;0;0.0014485755673587638;0;0.002655721873491067;0.002655721873491067;0;0.006035731530661516;0.004828585224529213;0.00386286817962337;0;0.0045871559633027525;0;0.001931434089811685;0;0;0;0;0;0;0;0.00772573635924674;0;0.001931434089811685;0.001931434089811685;0;0.006035731530661516;0;0;0;0.001931434089811685;0.0016900048285852245;0.0014485755673587638;0;0;0.0031385803959439883;0.0021728633510381457;0.01158860453887011;0.0036214389183969096;0.001931434089811685;0;0.004104297440849831;0.002655721873491067;0;0
Osnovna šola Rodica ;0;0;0;0.0015377855887521968;0.0013181019332161687;0.0010984182776801407;0;0;0;0.0017574692442882249;0;0.0006590509666080844;0;0.0035149384885764497;0.0013181019332161687;0;0;0;0.0013181019332161687;0.006590509666080844;0;0;0;0;0;0;0.0048330404217926184;0;0.001977152899824253;0;0;0.0015377855887521968;0;0;0.006151142355008787;0;0;0;0.003954305799648506;0;0.0048330404217926184;0;0;0;0.0008787346221441124;0.003295254833040422;0;0;0.001977152899824253;0;0;0.0013181019332161687;0;0;0;0;0;0.004393673110720563;0;0;0.006151142355008787;0;0.0013181019332161687;0.0030755711775043936;0.0021968365553602814;0;0;0.0030755711775043936;0.0008787346221441124;0;0;0;0.006151142355008787;0;0;0.0017574692442882249;0.0035149384885764497;0.0030755711775043936;0;0;0;0;0.003954305799648506;0;0.001977152899824253;0;0.00461335676625659;0;0;0;0;0.0010984182776801407;0;0;0.0063708260105448155;0;0.003734622144112478;0;0;0;0;0.006151142355008787;0;0;0;0;0.0024165202108963092;0;0;0;0.005931458699472759;0.0030755711775043936;0.006151142355008787;0.0013181019332161687;0;0;0.001977152899824253;0;0;0.0006590509666080844
Osnovna šola Ig;0;0;0;0.0033731984053971173;0;0.0033731984053971173;0;0;0;0.0030665440049064702;0;0;0.0018399264029438822;0;0;0;0;0.0024532352039251764;0.0061330880098129405;0.005213124808341;0;0;0;0;0;0;0;0;0;0.005519779208831647;0;0;0;0;0.0027598896044158236;0;0;0;0;0;0.004906470407850353;0;0;0;0;0.003986507206378411;0;0;0;0;0;0.0033731984053971173;0;0;0;0;0;0.00827966881324747;0;0;0.01134621281815394;0;0;0.005519779208831647;0;0;0;0.010426249616682;0;0;0;0.005826433609322294;0.0027598896044158236;0;0;0;0.0036798528058877645;0.0021465808034345293;0;0;0.005213124808341;0;0.0024532352039251764;0.0030665440049064702;0;0;0.006439742410303588;0;0.0015332720024532351;0;0;0;0.0021465808034345293;0;0;0.0030665440049064702;0.0027598896044158236;0;0.004293161606869059;0;0;0.010426249616682;0.0036798528058877645;0;0;0.0021465808034345293;0.004293161606869059;0;0;0;0.006439742410303588;0;0.011039558417663294;0;0;0;0.005213124808341;0;0;0
Javni zavod Osnovna šola Marjana Nemca Radeèe;0;0;0;0.0029634507737899243;0.007573263088574251;0.0023049061573921633;0;0;0;0;0;0;0;0.005926901547579849;0.004280540006585446;0;0;0;0;0.0026341784655910436;0;0;0;0;0.0026341784655910436;0;0.004280540006585446;0;0;0;0;0.0013170892327955218;0.0036219953901876854;0;0.005597629239380968;0;0;0;0.004939084622983207;0;0.0032927230819888046;0;0;0.0016463615409944023;0.0016463615409944023;0.0032927230819888046;0;0;0.0029634507737899243;0;0.0026341784655910436;0;0;0;0;0;0;0;0;0;0.007902535396773132;0.0016463615409944023;0;0.0032927230819888046;0.005268356931182087;0;0;0.009219624629568653;0;0;0;0.0036219953901876854;0.0036219953901876854;0;0;0;0;0.0032927230819888046;0;0.0029634507737899243;0.0023049061573921633;0;0.005597629239380968;0;0;0.008890352321369773;0.0023049061573921633;0;0;0;0.0016463615409944023;0;0.0016463615409944023;0;0;0.008561080013170892;0.006585446163977609;0;0;0;0;0.009219624629568653;0.004609812314784327;0;0;0.007902535396773132;0.0029634507737899243;0;0;0;0.004280540006585446;0;0.009219624629568653;0.0023049061573921633;0;0;0.004609812314784327;0;0;0
Osnovna šola dr. Aleš Bebler - Primož Hrvatini;0;0;0;0.010285714285714285;0;0.005714285714285714;0;0;0;0;0;0.008;0.005714285714285714;0;0;0;0;0.0034285714285714284;0;0.014857142857142857;0;0;0;0;0;0;0;0;0.022857142857142857;0;0;0;0;0;0.012571428571428572;0;0;0;0.006857142857142857;0;0.008;0;0.017142857142857144;0;0.009142857142857144;0;0;0;0.009142857142857144;0;0;0.013714285714285714;0;0;0;0;0;0.004571428571428572;0;0;0.016;0;0;0.0034285714285714284;0;0;0;0.009142857142857144;0.013714285714285714;0;0;0;0.009142857142857144;0;0;0;0.006857142857142857;0.009142857142857144;0;0;0;0;0.013714285714285714;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004571428571428572;0;0.006857142857142857;0;0;0.009142857142857144;0.021714285714285714;0;0;0;0.009142857142857144;0;0;0;0;0;0.009142857142857144;0;0;0;0.021714285714285714;0;0.009142857142857144;0
Osnovna šola Kajetana Kovièa Poljèane;0;0;0;0.004099888184867686;0;0.002981736861721953;0;0;0;0;0;0;0.0011181513231457323;0;0;0;0;0;0;0.007081625046589639;0;0;0;0;0;0;0.004472605292582929;0;0.00633619083115915;0;0;0.0022363026462914647;0;0;0.004099888184867686;0;0;0;0;0;0.009690644800596348;0;0;0;0;0.00633619083115915;0.004472605292582929;0;0;0;0;0.008199776369735371;0;0;0;0;0;0.002609019754006709;0;0;0.008572493477450614;0;0.0018635855385762206;0.005218039508013418;0;0;0;0.008945210585165859;0.004472605292582929;0;0;0;0.004845322400298174;0;0;0;0;0.0022363026462914647;0;0;0;0;0.007454342154304882;0;0;0;0.003354453969437197;0;0.0022363026462914647;0;0;0;0;0;0.007454342154304882;0.003727171077152441;0.0014908684308609765;0;0.003727171077152441;0;0;0;0.006708907938874394;0;0;0;0.004845322400298174;0;0;0;0.0014908684308609765;0;0.012299664554603056;0.002981736861721953;0;0;0.004845322400298174;0;0;0
Osnovna šola Franja Goloba Prevalje;0.00437636761487965;0;0;0.008354883628406605;0;0;0;0;0;0;0;0;0;0.0017903322060871295;0;0;0;0;0;0.007360254625024865;0;0;0;0;0.0015914064054107818;0;0.00258603540879252;0;0.0023871096081161725;0.006564551422319475;0;0;0;0;0.001989258006763477;0;0;0;0.00258603540879252;0;0.00437636761487965;0;0.0013924806047344342;0;0;0.0017903322060871295;0;0;0.0027849612094688683;0;0;0.00258603540879252;0;0;0;0;0.0027849612094688683;0.0087527352297593;0;0;0.008354883628406605;0;0.0015914064054107818;0.004774219216232345;0.0023871096081161725;0;0;0.00954843843246469;0;0;0;0.001989258006763477;0.0017903322060871295;0;0;0.0013924806047344342;0;0.0013924806047344342;0;0;0.0033817386114979114;0;0.002983887010145216;0;0;0;0.005768848219614084;0;0;0;0;0;0.005967774020290432;0;0.002188183807439825;0;0.00258603540879252;0.0023871096081161725;0;0;0;0.0031828128108215637;0;0;0;0.003978516013526954;0.00954843843246469;0;0;0;0.006564551422319475;0;0.004575293415555998;0.009150586831111996;0;0;0.003580664412174259;0;0;0
Osnovna šola Viè;0;0;0;0.001282991202346041;0;0.0018328445747800588;0;0;0;0;0;0.0021994134897360706;0.0009164222873900294;0.0018328445747800588;0;0;0;0;0.00036656891495601173;0.007331378299120235;0;0;0;0;0;0;0.0010997067448680353;0;0.0023826979472140763;0;0;0;0;0;0.0005498533724340176;0;0;0;0.001466275659824047;0;0.0007331378299120235;0;0.0020161290322580645;0;0;0.002749266862170088;0;0;0.0023826979472140763;0;0.0020161290322580645;0;0;0;0;0;0.0021994134897360706;0.0036656891495601175;0;0.001466275659824047;0.004582111436950147;0;0.0016495601173020528;0.0016495601173020528;0.002932551319648094;0;0;0.00531524926686217;0;0;0;0;0.0010997067448680353;0;0;0;0;0;0;0;0.004582111436950147;0;0.0031158357771260995;0;0.007514662756598241;0;0.0031158357771260995;0;0.0010997067448680353;0;0;0.0010997067448680353;0.0018328445747800588;0;0.0016495601173020528;0;0.0034824046920821114;0;0.0023826979472140763;0;0;0.002749266862170088;0;0;0;0.0023826979472140763;0.0021994134897360706;0;0;0;0.0034824046920821114;0.004398826979472141;0.006231671554252199;0;0;0;0.002749266862170088;0;0;0.001282991202346041
Osnovna šola Vitanje;0;0;0;0;0;0;0.01077996195307546;0;0;0;0;0;0;0;0;0;0;0;0;0.007609384908053266;0;0.01077996195307546;0;0.012048192771084338;0;0;0;0;0;0;0;0;0;0;0.013950538998097653;0.008877615726062143;0;0;0;0;0.0025364616360177552;0;0;0;0.0057070386810399495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0057070386810399495;0;0;0.008877615726062143;0;0;0;0.0063411540900443885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007609384908053266;0;0;0;0.008243500317057704;0;0;0;0;0;0;0;0;0;0.01585288522511097;0.010145846544071021;0;0;0;0;0;0;0;0;0;0;0;0;0.004438807863031071;0;0.006975269499048827;0;0;0;0.016487000634115408;0;0;0
Osnovna šola Vide Pregarc Ljubljana;0;0.006255212677231026;0;0.0045871559633027525;0;0.0037531276063386154;0;0;0;0;0;0;0.0012510425354462051;0;0;0;0;0;0;0.005421184320266889;0.005421184320266889;0;0;0;0;0;0;0;0.0045871559633027525;0;0;0;0;0;0.004170141784820684;0;0;0;0;0;0.01292743953294412;0;0.008340283569641367;0;0;0.003336113427856547;0;0;0;0;0;0;0;0.004170141784820684;0;0;0;0.0025020850708924102;0;0;0.005838198498748957;0;0;0;0;0;0;0.0045871559633027525;0;0;0;0.003336113427856547;0.011676396997497914;0;0;0;0.009591326105087573;0.004170141784820684;0;0;0.005421184320266889;0;0.003336113427856547;0;0;0;0.0025020850708924102;0;0.0004170141784820684;0;0;0;0.0025020850708924102;0.0045871559633027525;0.01292743953294412;0;0.0050041701417848205;0;0.003336113427856547;0.0050041701417848205;0;0.0050041701417848205;0;0;0;0.012093411175979984;0.005838198498748957;0.0025020850708924102;0;0;0.004170141784820684;0;0.0045871559633027525;0.003336113427856547;0;0;0.0037531276063386154;0;0;0
Osnovna šola Franca Rozmana - Staneta Ljubljana;0;0;0.005494505494505495;0.004120879120879121;0;0.004578754578754579;0;0;0;0;0;0.0022893772893772895;0;0;0;0;0;0;0;0.011446886446886446;0;0;0;0;0;0;0;0;0.005494505494505495;0;0;0;0;0;0.009615384615384616;0;0;0;0;0;0.004120879120879121;0;0;0;0;0;0;0;0;0;0;0.0022893772893772895;0;0;0;0;0.006868131868131868;0.0027472527472527475;0;0;0.003663003663003663;0;0;0.004578754578754579;0;0;0;0.005494505494505495;0.003663003663003663;0.0027472527472527475;0;0;0.007326007326007326;0;0;0;0;0;0;0;0;0;0.004578754578754579;0;0;0;0.00641025641025641;0;0;0;0;0.0027472527472527475;0;0;0;0;0.003205128205128205;0;0;0;0;0.00641025641025641;0;0;0;0.004578754578754579;0.003205128205128205;0;0;0;0.006868131868131868;0;0.007783882783882784;0;0;0;0.004578754578754579;0;0;0.0009157509157509158
Osnovna šola Gabrovka - Dole;0;0;0;0.005853658536585366;0;0.007804878048780488;0;0;0;0;0;0.004878048780487805;0;0;0;0;0;0;0;0.003902439024390244;0;0;0.00878048780487805;0.010731707317073172;0;0;0.00975609756097561;0;0;0;0;0;0;0;0.010731707317073172;0;0;0;0;0;0.013658536585365854;0;0;0;0.015609756097560976;0.010731707317073172;0;0;0;0;0;0.014634146341463415;0;0;0;0;0;0.014634146341463415;0;0;0.006829268292682927;0;0;0.00878048780487805;0;0;0;0.00975609756097561;0.010731707317073172;0;0;0;0.015609756097560976;0;0;0;0;0.0175609756097561;0;0;0.006829268292682927;0;0;0;0;0;0.011707317073170732;0;0;0;0;0;0;0;0;0;0.007804878048780488;0.011707317073170732;0;0;0;0.007804878048780488;0;0;0;0;0.015609756097560976;0;0;0;0.007804878048780488;0;0.007804878048780488;0;0;0;0.010731707317073172;0;0;0.006829268292682927
"Osnovna šola Notranjski odred Cerknica Podružnièna šola ""11.maj"" Grahovo";0;0;0;0.015069967707212056;0;0;0;0;0;0;0;0;0.005382131324004306;0;0;0;0;0;0.012917115177610334;0.004305705059203444;0;0;0;0;0;0;0;0;0.008611410118406888;0;0;0;0;0;0.010764262648008612;0;0;0;0;0;0.00968783638320775;0;0;0;0;0.012917115177610334;0;0;0;0;0;0.011840688912809472;0;0;0;0;0.006458557588805167;0;0;0;0.00968783638320775;0;0;0.007534983853606028;0;0;0;0.02691065662002153;0;0;0;0;0;0;0;0;0;0;0;0.015069967707212056;0;0;0.010764262648008612;0.012917115177610334;0.013993541442411194;0;0.006458557588805167;0;0;0;0;0;0;0;0;0;0.007534983853606028;0;0.005382131324004306;0;0;0;0;0;0;0;0.005382131324004306;0;0;0;0.002152852529601722;0.010764262648008612;0.024757804090419805;0;0;0;0.006458557588805167;0;0;0
Waldorfska šola Ljubljana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.050826699326393145;0;0;0;0;0;0;0;0;0;0;0.02694427434170239;0;0;0;0;0;0.015309246785058175;0;0;0;0.050826699326393145;0;0;0;0;0;0;0;0;0;0;0;0.050826699326393145;0;0;0;0;0;0.01653398652786283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04225352112676056;0;0;0.04654011022657685;0;0;0.050826699326393145;0;0;0.014084507042253521;0;0;0;0;0;0;0;0;0.014696876913655848;0;0;0;0;0;0;0;0;0;0.015921616656460504;0;0;0;0;0.01653398652786283;0;0;0;0;0;0;0;0;0
Osnovna šola Milke Šobar - Nataše Èrnomelj;0.04794520547945205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0410958904109589;0.0410958904109589;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04794520547945205;0;0;0;0;0;0.0410958904109589;0;0;0;0;0;0;0.04794520547945205;0;0;0;0;0;0;0;0;0;0.0410958904109589;0;0;0;0;0;0.0273972602739726;0;0;0;0;0;0;0;0;0;0;0;0;0.0410958904109589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0410958904109589;0;0;0;0;0;0;0
Osnovna šola Tonèke Èeè Trbovlje Enota s prilagojenim programom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0625;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041666666666666664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Osnovna šola dr. Aleš Bebler - Primož Hrvatini Podružnica Ankaran;0;0;0;0.0074005550416281225;0;0.0074005550416281225;0;0;0;0;0;0.0064754856614246065;0.0074005550416281225;0;0;0;0;0.0074005550416281225;0.011100832562442183;0.011100832562442183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009250693802035153;0;0;0;0.008325624421831638;0;0;0;0.0074005550416281225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012025901942645698;0;0;0.011100832562442183;0;0;0.0018501387604070306;0;0;0;0.016651248843663275;0;0;0;0;0.0074005550416281225;0;0;0;0.009250693802035153;0;0;0;0;0;0.016651248843663275;0;0;0;0;0;0.004625346901017576;0;0;0;0;0;0;0;0.0027752081406105457;0;0.011100832562442183;0;0.0074005550416281225;0.016651248843663275;0;0;0;0;0.004625346901017576;0;0;0;0;0;0.01942645698427382;0.01757631822386679;0;0.0027752081406105457;0.0037002775208140612;0;0;0.005550416281221091
Osnovna šola Lucijana Bratkovièa Bratuša Renèe;0;0;0;0.0074455899198167235;0;0.005154639175257732;0;0;0;0;0;0;0;0;0;0;0;0;0.001718213058419244;0.006872852233676976;0;0;0;0;0;0;0.004581901489117984;0;0;0;0.0074455899198167235;0;0;0;0.004581901489117984;0;0;0;0;0;0;0;0;0.008018327605956471;0;0.012027491408934709;0;0.004009163802978236;0.004581901489117984;0;0.006300114547537228;0;0.003436426116838488;0;0;0;0;0.011454753722794959;0.004581901489117984;0;0.008018327605956471;0;0.004009163802978236;0.010309278350515464;0;0;0;0.009736540664375716;0;0;0;0;0.008018327605956471;0;0;0;0.004009163802978236;0.006872852233676976;0;0.0028636884306987398;0.012027491408934709;0;0.010882016036655211;0;0;0;0;0;0;0;0;0;0;0;0.002290950744558992;0;0.0057273768613974796;0;0.0028636884306987398;0;0;0.0074455899198167235;0;0.0028636884306987398;0;0.010309278350515464;0.0057273768613974796;0;0;0;0;0;0.009163802978235968;0.006872852233676976;0;0;0.006872852233676976;0;0;0
Zavod za gluhe in naglušne Ljubljana;0;0;0.005050505050505051;0.005050505050505051;0;0;0;0.003367003367003367;0;0.003367003367003367;0;0.011784511784511785;0;0;0;0;0;0;0.006734006734006734;0;0;0.006734006734006734;0;0;0;0;0;0;0;0;0;0.005050505050505051;0;0;0.006734006734006734;0;0;0;0;0;0.005050505050505051;0;0;0.005050505050505051;0;0.008417508417508417;0;0;0.006734006734006734;0;0;0;0;0;0.005050505050505051;0;0.005050505050505051;0.003367003367003367;0;0;0.016835016835016835;0;0.008417508417508417;0.005050505050505051;0;0;0.003367003367003367;0.005050505050505051;0;0.003367003367003367;0;0;0;0;0;0;0;0.005050505050505051;0;0;0;0.008417508417508417;0.005050505050505051;0.006734006734006734;0;0;0;0;0;0;0;0;0;0;0;0;0.010101010101010102;0;0;0;0;0.006734006734006734;0.005050505050505051;0;0;0;0.006734006734006734;0;0;0;0;0;0.0016835016835016834;0;0;0;0.005050505050505051;0;0;0
Osnovna šola Polje;0;0;0.0016936849745947254;0.0016936849745947254;0;0.0016936849745947254;0;0;0;0;0;0.0031454149528187757;0.0016936849745947254;0;0.004355189934672151;0;0;0;0.0012097749818533753;0.0036293249455601256;0;0;0.0016936849745947254;0.004839099927413501;0;0;0.0050810549237841765;0;0;0;0;0;0;0;0.003387369949189451;0;0.0026615049600774254;0;0;0;0.0019356399709654004;0;0.0024195499637067507;0.0021775949673360755;0;0.005806919912896201;0;0;0.0036293249455601256;0;0;0.0024195499637067507;0;0;0;0;0.0019356399709654004;0.0014517299782240503;0;0;0.003387369949189451;0;0.0062908299056375514;0.0021775949673360755;0;0;0;0.010646019840309702;0.0021775949673360755;0.005564964916525526;0;0;0.0021775949673360755;0;0;0;0.0026615049600774254;0.0026615049600774254;0;0;0;0;0;0.0021775949673360755;0;0;0.0021775949673360755;0;0.0021775949673360755;0;0;0.0014517299782240503;0.0014517299782240503;0;0;0.0026615049600774254;0.0014517299782240503;0.004113234938301476;0.0021775949673360755;0;0;0.005564964916525526;0.0016936849745947254;0;0;0;0.0021775949673360755;0;0;0;0.004355189934672151;0;0.0036293249455601256;0.008710379869344302;0;0;0.0038712799419308008;0;0;0.0016936849745947254
Osnovna šola Zalog;0;0;0.0017064846416382253;0.005460750853242321;0;0.0017064846416382253;0;0.00477815699658703;0;0;0;0;0;0;0.0013651877133105802;0;0;0;0.0061433447098976105;0.007508532423208191;0;0;0;0.005460750853242321;0;0;0;0;0;0;0;0;0.002389078498293515;0;0.0037542662116040954;0;0;0;0;0;0;0;0;0.004095563139931741;0.0034129692832764505;0.0027303754266211604;0;0;0;0.005802047781569966;0;0;0;0;0;0;0.0027303754266211604;0.0037542662116040954;0;0;0.005802047781569966;0;0;0.004436860068259386;0;0;0;0.004436860068259386;0;0;0;0.0017064846416382253;0.0013651877133105802;0;0;0;0;0.002389078498293515;0;0;0.004095563139931741;0;0;0;0;0;0.002389078498293515;0;0;0;0;0;0;0;0;0;0.0037542662116040954;0.004436860068259386;0;0;0;0.006825938566552901;0;0;0;0;0.0034129692832764505;0;0;0;0.0017064846416382253;0;0.008532423208191127;0;0;0;0.004095563139931741;0;0;0
Waldorfska šola Maribor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12894736842105264;0;0;0;0;0.12894736842105264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12105263157894737;0;0;0;0;0;0.12894736842105264;0;0;0.12894736842105264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12105263157894737;0;0;0;0;0;0;0;0;0
Vzgojni zavod Slivnica pri Mariboru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
