Regija,Sifra,Šola,'Okoljska vzgoja II /i/','Likovno snovanje 3 /i/','Izbrani šport /i/','Verstva in etika 2 /i/','Logika III /i/','Ansambelska igra /i/','Kemija v življenju /i/','Angleš?ina III /i/','Matemati?ne delavnice 8 /i/','Latinš?ina I /i/','Ruš?ina III /i/','Projekti iz fizike in tehnike /i/','Madžarš?ina II /i/','Filozofija za otroke: Jaz in drugi /i/','Obdelava gradiv: kovine /i/','Kitajš?ina I /i/','Verstva in etika 1 /i/','Nemš?ina I /i/','Projekti iz fizike in ekologije /i/','Zvezde in vesolje /i/','Tisk /i/','Hrvaš?ina II /i/','Urejanje besedil /i/','Robotika v tehniki /i/','Okoljska vzgoja I /i/','Logika II /i/','Hrvaš?ina I /i/','Klekljanje II /i/','Šolsko novinarstvo /i/','Sre?anja s kulturami in na?ini življenja /i/','Na?ini prehranjevanja /i/','Turisti?na vzgoja /i/','Kmetijska dela /i/','Filozofija za otroke: Eti?na raziskovanja /i/','Angleš?ina II /i/','Romska kultura /i/','Življenje upodobljeno v umetnosti /i/','Srbš?ina II /i/','Francoš?ina III /i/','Obdelava gradiv: umetne snovi /i/','Kemija v okolju /i/','Genetika /i/','Šport za zdravje /i/','Literarni klub /i/','Ruš?ina I /i/','Klaviatura in ra?unalnik I /i/','Raziskovanje doma?e okolice /i/','Glasbeni projekt /i/','Okoljska vzgoja III /i/','Sodobna priprava hrane /i/','Latinš?ina II /i/','Obdelava gradiv: les /i/','Ra?unalništvo (v OŠPP) /i/','Sonce Luna in Zemlja /i/','Latinš?ina III /i/','Ra?unalniška omrežja /i/','Vezenje: Angleško vezenje in rišelje vezenje (i)','Glasbena dela /i/','Filozofija za otroke: Kriti?no mišljenje /i/','Televizija /i/','Šahovsko kombiniranje /i/','Španš?ina III /i/','Nemš?ina III /i/','Sodobnosti z razsežnostmi dediš?ine /i/','Varstvo pred naravnimi in drugimi nesre?ami /i/','Državljanska kultura /i/','Italijanš?ina III /i/','?ebelarstvo /i/','Elektrotehnika /i/','Življenje ?loveka na zemlji /i/','Šahovske strategije /i/','Sodobno kmetijstvo /i/','Francoš?ina II /i/','Informacijsko opismenjevanje /i/','Vezenje: Osnovni vbodi in tehnike vezenja /i/','Odkrivajmo preteklost mojega kraja /i/','Hrvaš?ina III /i/','Matemati?ne delavnice 7 /i/','Kitajš?ina III /i/','Klekljanje I /i/','Organizmi v naravi in umetnem okolju /i/','Daljnogledi in planeti /i/','Raziskovanje organizmov v doma?i okolici /i/','Klaviatura in ra?unalnik II /i/','Nemš?ina II /i/','Kitajš?ina II /i/','Multimedia /i/','Rastline in ?lovek /i/','Italijanš?ina II /i/','Gledališki klub /i/','Starinski in družabni plesi /i/','Ljudski plesi /i/','Kaj nam govorijo umetnine /i/','Ples /i/','Radio /i/','Likovno snovanje 2 /i/','Risanje v geometriji in tehniki /i/','Vezenje: Slikarski marjeti?ni in gobelinski vbodi (i)','Elektronika z robotiko /i/','Oblika in slog /i/','Francoš?ina I /i/','Italijanš?ina I /i/','Šport za sprostitev /i/','Logika I /i/','Srbš?ina I /i/','Ruš?ina II /i/','Klekljanje III /i/','Verstva in etika 3 /i/','Madžarš?ina I /i/','Retorika /i/','Angleš?ina I /i/','Matemati?ne delavnice 9 /i/','Likovno snovanje 1 /i/','Španš?ina II /i/','Poskusi v kemiji /i/','Raziskovanje doma?ega kraja in varstvo njegovega okolja /i/'
Osrednjeslovenska,269,'Osnovna šola Franceta Bevka ',0,21,28,0,0,9,15,0,0,0,0,0,0,0,0,0,0,18,0,9,0,0,22,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,9,22,0,0,44,0,0,0,0,0,0,25,0,21,0,4,0,0,0,0,0,22,0,0,12,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,22,0,22,0,0,7,0,0,0,0,0,17,0,0,0,0,8,0,36,0,0,0,0,0,0,11,0,0,38,0,11,0
Osrednjeslovenska,270,'Osnovna šola Bežigrad',0,22,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,37,0,0,0,0,11,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,16,19,0,0,33,0,0,0,0,0,0,28,0,12,0,0,0,30,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,11,0,0,0,0,0,11,0,0,0,0,10,0,19,0,0,0,0,0,0,7,0,0,12,0,20,0
Osrednjeslovenska,271,'Osnovna šola Milana Šuštarši?a ',0,28,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,28,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,5,19,0,0,8,0,0,0,0,0,0,26,0,19,0,12,0,15,0,0,0,0,0,0,19,0,0,0,0,0,10,6,0,0,6,0,0,0,0,0,0,0,10,0,0,0,17,0,18,0,0,7,0,0,0,0,0,21,0,0,0,0,7,0,34,5,0,0,0,0,0,9,0,0,24,0,13,0
Osrednjeslovenska,272,'Osnovna šola narodnega heroja Maksa Pe?arja',0,10,42,10,0,3,0,0,0,0,0,0,0,0,11,0,0,43,6,9,0,0,13,7,0,10,0,0,19,0,7,15,0,0,0,0,17,0,13,5,8,0,52,0,4,0,0,0,0,21,0,8,0,8,0,17,0,0,0,8,7,10,36,0,0,0,0,0,7,0,0,0,14,0,6,0,0,0,0,0,0,19,0,0,40,0,25,10,0,7,0,0,19,0,0,15,0,0,0,0,7,0,48,0,0,0,0,0,0,10,0,0,21,24,32,0
Osrednjeslovenska,273,'Osnovna šola Janka Modra Dol pri Ljubljani',0,25,36,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,40,23,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,28,0,0,0,14,13,0,14,0,13,0,11,0,12,0,21,0,0,0,10,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,20,10,0,20,0,19,7,0,17,14,0,0,21,0,15,0,0,15,0,0,0,39,0,0,0,0,0,0,0,0,0,13,13,17,0
Osrednjeslovenska,274,'Osnovna šola Prežihovega Voranca ',0,0,32,0,0,0,0,0,0,24,0,0,0,0,0,0,0,10,0,13,20,0,23,0,0,0,25,0,17,0,0,19,0,0,0,0,39,0,14,0,0,0,22,0,0,0,0,0,0,58,10,0,0,19,13,28,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,36,9,0,0,11,0,23,0,0,16,0,0,0,12,0,0,0,0,0,20,20,0,23,0,0,0,0,0,0,12,0,0,0,0,13,0
Osrednjeslovenska,275,'Osnovna šola Majde Vrhovnik Ljubljana',0,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,10,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,8,9,0,0,23,0,0,0,0,0,0,27,0,15,0,10,0,21,0,0,9,0,0,5,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,39,26,0,0,13,0,6,0,0,16,0,0,0,0,0,28,0,0,0,0,20,0,35,0,0,0,0,0,0,21,0,0,37,5,12,0
Osrednjeslovenska,277,'Osnovna šola Toneta ?ufarja',0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,15,0,0,0,0,0,25,0,0,19,0,0,0,0,0,0,17,17,0,0,15,0,0,0,0,0,0,27,0,17,0,0,0,19,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,0,29,0,11,34,18,0,0,17,0,15,0,0,0,0,30,24,25,0,0,0,0,0,0,20,0,0,0,0,13,0
Osrednjeslovenska,278,'Osnovna šola Vodmat',0,9,12,0,0,0,0,0,0,0,0,0,0,19,16,0,0,7,0,0,0,0,28,0,0,0,0,0,0,0,21,8,0,0,0,0,15,0,9,0,0,0,19,0,0,0,21,0,0,17,0,14,0,0,0,26,0,0,13,0,0,5,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,27,0,0,44,0,0,5,0,0,20,0,0,0,19,7,0,15,6,0,0,0,0,0,6,0,0,8,11,20,0
Osrednjeslovenska,279,'Osnovna šola Poljane Ljubljana',0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,10,0,0,23,15,0,0,0,0,0,0,3,8,0,0,25,0,0,0,0,0,0,14,0,27,0,0,0,11,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,13,0,17,0,0,13,0,17,6,0,10,0,0,26,0,0,11,0,11,0,0,13,0,24,0,0,0,0,0,0,7,0,0,18,5,28,16
Osrednjeslovenska,280,'Osnovna šola Prule',0,13,23,0,0,9,0,0,0,0,4,0,0,0,0,0,0,15,0,10,0,0,20,15,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,20,0,6,55,0,3,0,0,0,0,13,0,9,0,10,0,20,0,0,0,0,0,0,26,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,18,10,0,0,0,18,0,23,13,0,16,0,0,0,0,8,22,7,0,0,0,0,37,57,15,0,5,0,0,0,10,0,0,10,0,15,0
Osrednjeslovenska,283,'Osnovna šola Vide Pregarc Ljubljana',0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,31,0,0,12,0,0,0,0,9,0,0,8,14,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,13,0,14,0,11,0,28,0,21,0,13,0,15,12,4,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,11,0,0,0,10,0,11,0,0,10,0,0,0,0,29,9,0,0,0,0,0,0,6,0,0,0,7,0,0,9,0,0,14,7,13,10
Osrednjeslovenska,284,'Osnovna šola Jožeta Moškri?a ',0,14,24,0,0,16,16,0,0,0,0,0,0,0,0,0,0,31,0,0,20,0,18,17,0,11,0,0,21,0,36,0,0,0,0,0,0,0,12,0,0,0,25,0,0,0,0,0,0,28,0,15,0,6,0,17,0,0,0,22,0,8,23,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,28,0,16,20,0,10,19,0,0,22,0,24,6,0,7,0,7,0,50,0,8,0,0,0,0,4,0,0,16,12,19,0
Osrednjeslovenska,285,'Osnovna šola Martina Krpana Ljubljana',0,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,25,7,0,0,0,0,10,0,19,22,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,14,0,22,0,15,0,0,0,23,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,0,15,0,17,0,14,23,0,0,0,0,0,16,0,0,15,0,0,10,21,0,0,0,0,0,0,13,0,0,7,0,24,0
Osrednjeslovenska,286,'Osnovna šola Nove Jarše',0,17,21,0,0,0,6,0,0,0,0,0,0,29,0,0,0,32,0,0,0,0,13,0,0,0,0,0,0,0,6,10,0,22,0,0,0,0,2,0,0,10,15,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,16,0,0,0,7,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,11,0,21,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,15,0,8,0
Osrednjeslovenska,287,'Osnovna šola Nove Fužine',7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,12,0,10,0,0,0,11,0,25,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,14,26,0,7,0,5,0,8,0,0,0,0,0,0,19,0,0,0,0,11,0,6,0,0,0,0,0,0,0,8,0,0,0,13,0,0,30,0,14,10,0,8,0,0,0,31,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,18,0,4,13,0,0,5
Osrednjeslovenska,288,'Osnovna šola Karla Destovnika Kajuha Ljubljana',0,0,28,0,0,22,16,0,0,0,0,0,0,0,20,0,0,14,0,0,7,0,13,12,0,0,0,0,21,0,19,22,0,0,0,0,0,0,0,11,0,0,18,0,0,0,0,25,0,19,0,18,0,14,0,14,0,0,0,23,0,2,9,0,0,0,0,0,9,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,11,0,22,12,0,23,0,0,0,14,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,10,6,28,0
Osrednjeslovenska,289,'Osnovna šola Ketteja in Murna ',0,11,26,0,0,49,11,0,0,0,0,0,0,0,0,0,0,19,14,15,0,0,37,0,0,0,0,0,20,0,0,23,0,0,0,0,0,0,15,8,0,0,22,0,0,0,0,22,0,13,0,9,0,0,0,35,0,0,0,4,0,0,18,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,19,0,28,5,0,11,0,0,0,0,0,20,0,0,0,0,10,0,33,0,0,0,0,0,0,24,0,0,14,0,20,0
Osrednjeslovenska,291,'Osnovna šola Zadobrova',0,0,22,0,0,16,0,0,0,0,0,0,0,15,0,0,0,21,0,8,0,0,21,0,0,0,0,0,12,0,8,0,0,9,0,0,0,0,0,0,0,0,23,0,0,0,0,12,0,14,0,0,0,0,0,24,0,0,3,0,0,0,11,0,0,0,9,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,19,0,3,0,10,0,0,28,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,9,0,0,0,0,4,8
Osrednjeslovenska,292,'Osnovna šola Zalog',0,29,23,0,0,20,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,26,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,14,0,0,58,0,0,0,6,0,13,0,0,8,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,10,18,0,12,0,0,4,0,0,16,6,0,0,14,0,0,28,37,0,0,0,0,0,7,0,14,23,0,22,0
Osrednjeslovenska,293,'Osnovna šola Polje',0,12,28,0,0,0,0,0,17,0,0,0,0,0,14,0,7,42,10,0,0,0,42,0,0,0,0,0,12,6,0,16,0,0,0,0,0,0,6,9,0,0,17,25,0,0,0,0,0,22,0,20,0,13,0,28,0,8,8,79,0,5,17,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,0,0,28,0,62,10,0,24,37,0,8,9,11,20,7,0,0,0,13,0,37,9,0,0,0,0,0,12,0,20,14,9,9,0
Osrednjeslovenska,294,'Osnovna šola Sostro',18,26,28,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,23,15,0,20,14,17,0,0,0,24,0,15,18,0,0,0,0,0,0,16,13,13,0,109,16,0,0,19,0,14,39,0,15,0,13,0,20,0,0,13,13,11,0,24,0,30,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,30,13,0,0,20,0,18,7,0,15,0,0,0,0,20,20,0,0,14,0,29,0,81,6,0,0,0,0,0,17,0,0,18,0,21,0
Osrednjeslovenska,295,'Osnovna šola Hinka Smrekarja Ljubljana',0,19,27,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15,0,25,15,0,0,0,0,0,0,6,0,0,8,15,17,0,0,0,8,0,17,0,13,0,7,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,26,0,0,12,0,0,0,10,8,24,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,13,0,9,0
Osrednjeslovenska,296,'Osnovna šola Spodnja Šiška',0,23,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,17,0,18,16,0,7,0,0,0,0,2,0,0,0,23,0,0,0,0,14,0,21,0,12,0,18,0,12,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,18,0,0,0,0,0,16,0,0,0,0,8,0,22,0,0,0,0,0,0,13,0,0,13,0,9,0
Osrednjeslovenska,297,'Osnovna šola Vižmarje - Brod',0,10,31,0,7,0,13,0,0,0,0,0,0,44,9,0,13,13,0,0,11,0,14,0,0,10,0,0,11,0,8,38,0,16,0,0,0,0,8,5,0,0,12,0,0,0,0,0,0,24,0,25,0,12,0,10,0,0,13,10,13,2,10,0,0,0,0,0,8,9,8,0,8,8,0,0,0,0,0,0,0,0,0,0,32,0,14,26,0,18,0,0,0,16,18,12,0,0,0,0,8,0,25,7,0,0,0,0,0,0,0,0,8,6,12,0
Osrednjeslovenska,298,'Osnovna šola Koseze',0,28,15,0,0,21,0,0,0,0,0,0,0,0,0,10,10,24,0,8,54,0,23,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,40,0,0,0,0,7,0,19,0,0,0,15,0,26,0,0,5,41,0,11,15,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,6,10,24,0,0,23,2,26,0,13,31,0,0,0,22,33,17,0,0,0,0,7,23,9,0,0,0,0,0,0,0,0,0,19,17,34,0
Osrednjeslovenska,299,'Osnovna šola Valentina Vodnika Ljubljana',0,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,14,0,7,9,0,6,0,0,0,0,29,0,0,0,0,0,0,0,11,7,0,0,26,0,0,25,25,18,0,11,0,17,0,6,0,10,0,0,0,15,0,15,18,0,18,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,16,0,20,20,25,0,10,0,0,17,0,0,0,17,5,35,0,0,6,0,16,0,74,8,0,0,0,0,0,11,0,0,12,21,32,0
Osrednjeslovenska,300,'Osnovna šola Riharda Jakopi?a Ljubljana',0,16,28,0,0,8,12,0,0,0,0,0,0,0,7,0,0,17,0,19,0,0,9,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,3,9,0,0,39,7,0,0,0,10,0,13,0,21,0,8,0,10,0,7,0,13,0,7,30,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,10,0,11,0,16,0,7,10,0,21,0,0,0,0,16,8,0,0,0,0,8,0,11,0,0,0,0,0,0,14,0,0,8,6,10,0
Osrednjeslovenska,301,'Osnovna šola Miška Kranjca ',0,7,29,0,0,0,0,0,0,0,4,0,0,0,19,0,0,11,0,0,9,0,18,8,0,0,0,8,0,19,15,4,0,0,0,0,0,0,0,15,0,0,19,0,13,0,0,0,0,14,0,7,0,12,0,14,0,0,8,10,0,4,29,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,9,0,9,0,0,9,0,0,0,10,0,18,0,0,0,0,0,0,5,6,0,8,5,0,0,6,0,0,22,7,16,0
Osrednjeslovenska,302,'Osnovna šola Franca Rozmana - Staneta Ljubljana',0,20,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,23,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,11,0,0,8,0,0,0,0,10,0,11,0,5,0,16,0,9,0,0,15,0,0,0,13,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,11,0,6,0,0,0,0,0,0,0,0,13,12,0,0,0,7,0,16,0,0,0,0,0,0,10,0,0,7,0,3,0
Osrednjeslovenska,303,'Osnovna šola Dravlje',0,14,45,0,0,0,0,0,11,0,0,0,0,0,5,0,0,10,0,20,11,0,10,0,0,0,0,0,13,0,15,14,0,0,0,0,0,0,0,0,0,12,15,0,0,0,11,0,0,16,0,13,0,19,0,6,0,0,11,16,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,20,0,15,0,16,0,27,8,5,13,0,0,0,0,23,11,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,9,16,0,0,0
Osrednjeslovenska,305,'Osnovna šola Šentvid',0,14,82,0,0,0,0,0,0,4,0,0,0,0,0,0,0,28,0,18,0,0,11,0,9,0,0,0,11,0,20,13,0,0,0,0,15,0,5,0,0,0,9,6,0,0,0,0,0,12,5,10,0,10,3,13,0,0,0,12,0,0,38,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,24,0,0,0,30,0,41,0,0,7,0,4,0,22,0,16,15,0,15,0,13,0,19,0,0,0,0,0,0,9,0,0,24,0,0,0
Osrednjeslovenska,306,'Osnovna šola Šmartno pod Šmarno goro',0,5,12,0,0,7,0,0,0,0,5,0,0,0,10,0,0,23,0,22,0,0,12,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,10,0,0,15,0,13,0,0,0,0,11,0,11,0,28,0,24,0,0,0,11,0,0,16,20,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,15,16,0,12,0,25,0,0,12,0,0,0,12,15,17,0,0,0,0,38,0,28,0,0,5,0,0,0,0,0,9,11,0,27,0
Osrednjeslovenska,307,'Osnovna šola Medvode',0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,0,57,0,21,0,0,0,17,0,13,0,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,25,0,0,22,0,27,0,0,0,0,0,0,7,0,9,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,19,0,0,0
Osrednjeslovenska,308,'Osnovna šola Preska',0,14,11,0,0,11,7,0,0,0,0,0,0,0,0,0,0,20,0,11,0,0,30,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,4,0,0,0,13,0,0,0,14,0,0,21,0,19,0,19,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,16,6,0,0,16,0,30,0,0,28,9,8,0,21,0,16,0,10,0,0,11,0,21,0,0,0,0,0,0,15,0,0,15,0,11,0
Osrednjeslovenska,309,'Osnovna šola Pirni?e',0,15,10,0,0,0,0,0,0,0,0,0,0,14,0,0,9,7,0,0,0,0,12,0,0,0,0,0,5,0,23,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,28,0,28,0,15,0,7,0,9,0,0,26,0,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,20,0,0,0,0,0,23,0,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0,7,0,0,0
Osrednjeslovenska,310,'Osnovna šola Simona Jenka ',0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,22,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,15,0,0,0,16,0,0,9,0,9,0,7,0,7,0,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,11,0,20,0,13,29,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0
Osrednjeslovenska,311,'Osnovna šola Vodice',0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,17,8,0,0,0,0,0,0,30,7,0,7,0,0,0,0,7,0,0,0,35,0,0,0,0,0,0,33,0,7,0,12,0,26,0,0,7,15,0,0,14,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26,0,0,14,0,9,0,0,29,10,0,0,13,7,15,0,0,0,0,11,0,23,0,0,0,0,0,0,9,0,0,5,0,8,0
Osrednjeslovenska,312,'Osnovna šola Trnovo',0,12,23,0,0,0,0,0,0,9,0,0,0,0,0,17,0,33,0,0,13,0,31,0,0,0,0,0,49,0,0,19,0,0,0,0,0,0,3,0,0,10,23,0,0,11,24,21,8,10,4,0,0,17,7,50,0,0,0,0,16,20,11,7,0,0,0,9,0,0,9,0,16,0,0,0,0,0,1,0,22,0,0,0,16,4,19,0,15,22,0,0,9,24,15,23,0,0,0,0,32,12,21,0,0,0,0,0,0,10,0,0,15,17,0,0
Osrednjeslovenska,313,'Osnovna šola Vrhovci',0,13,29,0,0,0,23,0,0,8,0,0,0,24,0,0,0,17,0,0,9,0,9,5,0,0,0,0,0,0,0,11,0,18,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,29,6,4,0,0,0,9,0,0,15,23,0,14,29,13,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,18,0,0,7,0,0,0,0,23,15,11,0,9,0,27,0,51,0,0,0,0,0,0,26,0,0,21,14,10,0
Osrednjeslovenska,314,'Osnovna šola Bi?evje',0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,31,0,0,24,6,0,0,0,0,8,0,0,19,0,0,0,0,0,0,2,22,0,14,19,17,0,0,0,11,0,21,0,13,0,27,0,16,0,0,4,0,0,0,8,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,18,0,25,0,16,0,16,6,0,18,0,0,0,0,0,4,0,0,0,0,16,0,24,0,0,0,0,0,0,11,0,0,5,0,26,12
Osrednjeslovenska,315,'Osnovna šola Oskarja Kova?i?a ',0,25,52,14,0,37,22,0,0,0,0,0,0,0,0,0,0,17,26,46,45,0,27,0,0,0,0,0,0,10,0,54,0,0,0,0,0,0,0,0,0,14,45,0,0,0,19,6,0,24,0,16,0,25,0,31,11,0,0,71,0,0,11,0,0,0,0,0,0,38,0,0,0,0,13,0,0,0,0,0,35,0,0,0,10,0,30,0,0,0,14,15,0,37,45,31,0,0,0,0,0,0,51,0,0,0,0,19,0,16,0,0,21,0,16,0
Osrednjeslovenska,316,'Osnovna šola Kolezija',0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,8,0,10,0,6,0,15,0,0,0,0,0,10,16,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,23,0,0,0,0,0,0,8,0,0,11,12,11,0
Osrednjeslovenska,317,'Osnovna šola Vi?',0,21,67,0,0,10,16,0,0,0,0,0,0,57,0,0,0,16,0,11,0,0,48,8,0,0,0,0,11,0,7,17,0,46,0,0,0,0,17,0,0,8,53,9,0,0,0,8,0,16,0,14,0,14,0,30,0,14,22,0,0,6,23,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,22,23,0,0,13,0,34,5,0,0,0,0,0,0,0,19,0,0,7,0,15,0,20,0,0,0,0,0,0,10,0,0,17,15,20,0
Osrednjeslovenska,319,'Osnovna šola Škofljica',0,26,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,0,30,0,0,35,0,0,0,0,0,21,0,27,43,0,0,0,0,0,0,2,17,0,0,18,0,0,0,16,0,0,29,0,14,0,31,0,36,0,16,0,0,0,4,16,0,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,21,0,0,42,0,38,0,0,50,0,0,0,80,0,25,0,0,0,0,9,0,35,0,0,0,0,0,0,17,0,0,26,9,16,0
Osrednjeslovenska,320,'Osnovna šola Ig',0,18,41,8,0,5,0,0,0,0,0,0,0,0,0,0,19,26,0,0,10,0,9,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,20,18,0,15,0,0,0,0,18,0,16,0,14,0,17,0,17,0,24,0,0,0,4,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,6,0,7,10,0,0,50,12,16,0,0,0,0,0,0,23,0,0,0,0,0,0,6,0,0,10,5,22,0
