Regija,Sifra,Šola,'Okoljska vzgoja II /i/','Likovno snovanje 3 /i/','Izbrani šport /i/','Verstva in etika 2 /i/','Logika III /i/','Ansambelska igra /i/','Kemija v življenju /i/','Angleš?ina III /i/','Matemati?ne delavnice 8 /i/','Latinš?ina I /i/','Ruš?ina III /i/','Projekti iz fizike in tehnike /i/','Madžarš?ina II /i/','Filozofija za otroke: Jaz in drugi /i/','Obdelava gradiv: kovine /i/','Kitajš?ina I /i/','Verstva in etika 1 /i/','Nemš?ina I /i/','Projekti iz fizike in ekologije /i/','Zvezde in vesolje /i/','Tisk /i/','Hrvaš?ina II /i/','Urejanje besedil /i/','Robotika v tehniki /i/','Okoljska vzgoja I /i/','Logika II /i/','Hrvaš?ina I /i/','Klekljanje II /i/','Šolsko novinarstvo /i/','Sre?anja s kulturami in na?ini življenja /i/','Na?ini prehranjevanja /i/','Turisti?na vzgoja /i/','Kmetijska dela /i/','Filozofija za otroke: Eti?na raziskovanja /i/','Angleš?ina II /i/','Romska kultura /i/','Življenje upodobljeno v umetnosti /i/','Srbš?ina II /i/','Francoš?ina III /i/','Obdelava gradiv: umetne snovi /i/','Kemija v okolju /i/','Genetika /i/','Šport za zdravje /i/','Literarni klub /i/','Ruš?ina I /i/','Klaviatura in ra?unalnik I /i/','Raziskovanje doma?e okolice /i/','Glasbeni projekt /i/','Okoljska vzgoja III /i/','Sodobna priprava hrane /i/','Latinš?ina II /i/','Obdelava gradiv: les /i/','Ra?unalništvo (v OŠPP) /i/','Sonce Luna in Zemlja /i/','Latinš?ina III /i/','Ra?unalniška omrežja /i/','Vezenje: Angleško vezenje in rišelje vezenje (i)','Glasbena dela /i/','Filozofija za otroke: Kriti?no mišljenje /i/','Televizija /i/','Šahovsko kombiniranje /i/','Španš?ina III /i/','Nemš?ina III /i/','Sodobnosti z razsežnostmi dediš?ine /i/','Varstvo pred naravnimi in drugimi nesre?ami /i/','Državljanska kultura /i/','Italijanš?ina III /i/','?ebelarstvo /i/','Elektrotehnika /i/','Življenje ?loveka na zemlji /i/','Šahovske strategije /i/','Sodobno kmetijstvo /i/','Francoš?ina II /i/','Informacijsko opismenjevanje /i/','Vezenje: Osnovni vbodi in tehnike vezenja /i/','Odkrivajmo preteklost mojega kraja /i/','Hrvaš?ina III /i/','Matemati?ne delavnice 7 /i/','Kitajš?ina III /i/','Klekljanje I /i/','Organizmi v naravi in umetnem okolju /i/','Daljnogledi in planeti /i/','Raziskovanje organizmov v doma?i okolici /i/','Klaviatura in ra?unalnik II /i/','Nemš?ina II /i/','Kitajš?ina II /i/','Multimedia /i/','Rastline in ?lovek /i/','Italijanš?ina II /i/','Gledališki klub /i/','Starinski in družabni plesi /i/','Ljudski plesi /i/','Kaj nam govorijo umetnine /i/','Ples /i/','Radio /i/','Likovno snovanje 2 /i/','Risanje v geometriji in tehniki /i/','Vezenje: Slikarski marjeti?ni in gobelinski vbodi (i)','Elektronika z robotiko /i/','Oblika in slog /i/','Francoš?ina I /i/','Italijanš?ina I /i/','Šport za sprostitev /i/','Logika I /i/','Srbš?ina I /i/','Ruš?ina II /i/','Klekljanje III /i/','Verstva in etika 3 /i/','Madžarš?ina I /i/','Retorika /i/','Angleš?ina I /i/','Matemati?ne delavnice 9 /i/','Likovno snovanje 1 /i/','Španš?ina II /i/','Poskusi v kemiji /i/','Raziskovanje doma?ega kraja in varstvo njegovega okolja /i/'
Obalno-Kraška,210,'Osnovna šola Elvire Vatovec Prade - Koper',0,20,28,16,0,13,0,0,8,0,0,0,0,0,0,0,14,5,0,0,9,0,21,0,0,0,0,0,8,0,0,12,16,4,0,0,16,0,4,6,7,0,34,0,5,0,10,0,0,16,0,8,0,0,0,30,0,0,0,11,0,10,4,0,0,0,0,0,0,16,0,6,5,0,6,0,0,12,0,0,0,0,0,0,5,0,21,0,0,5,13,0,0,10,0,23,0,9,0,0,7,0,28,0,0,3,0,4,0,6,0,10,8,9,11,19
Obalno-Kraška,213,'Osnovna šola Dušana Bordona Semedela - Koper',0,26,26,9,0,11,7,0,0,0,0,3,0,13,0,8,8,0,4,0,0,0,13,0,16,0,0,0,14,0,39,9,0,0,0,0,0,0,0,0,0,13,41,0,14,0,0,13,0,11,0,12,0,0,0,29,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,6,0,0,8,27,0,35,0,0,0,0,4,0,21,0,0,6,0,0,0,6,0,0,33,4,7,0
Obalno-Kraška,214,'Osnovna šola Pier Paolo Vergerio il Vecchio Koper',0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,9,0,9,0,0,0,0,10,0,27,13,0,0,0,0,0,0,0,0,11,6,0,0
Obalno-Kraška,216,'Osnovna šola Dekani',0,8,18,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,5,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,6,0,8,0,7,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,24,11,10,5,0,0,0,0,0,13,0,0,0,0,7,10,28,0,0,0,0,0,0,7,0,0,11,0,13,0
Obalno-Kraška,217,'Osnovna šola Istrskega odreda Gra?iš?e',0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,13,0,7,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,10,0,12,0,0,12,0,9,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,14,0
Obalno-Kraška,218,'Osnovna šola Ivana Babi?a - Jagra Marezige',0,14,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,12,0,0,22,0,0,0,0,0,0,14,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,7,0,0,7,0,0,8,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,2,0,0,0
Obalno-Kraška,219,'Osnovna šola Šmarje pri Kopru',0,0,11,8,0,8,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,5,0,18,16,0,0,0,0,0,0,5,0,0,0,25,0,0,0,12,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,7,0,0,6,0,0,0,0,0,26,0,16,0,0,0,0,0,0,5,0,0,0,0,8,15,15,17,0,0,0,17,0,6,0,8,13,0,23,0
Obalno-Kraška,220,'Osnovna šola dr. Aleš Bebler - Primož Hrvatini',0,13,28,3,0,0,0,0,0,0,0,0,0,0,12,0,19,4,0,0,0,0,8,11,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,12,0,0,31,0,0,0,0,0,0,4,0,7,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,8,0,0,7,0,0,8,0,0,0,0,6,13,0,0,0,0,7,0,27,0,0,0,0,0,0,20,0,0,11,5,7,0
Obalno-Kraška,221,'Osnovna šola Oskarja Kova?i?a Škofije',0,11,32,0,0,14,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,19,9,0,0,0,0,6,0,0,12,0,0,29,0,0,12,0,12,0,12,0,12,0,14,0,13,0,0,0,15,0,0,0,0,0,0,0,0,12,10,0,0,0,0,13,0,0,0,0,0,8,13,12,8,11,0,12,0,0,10,0,0,11,0,0,15,0,0,0,0,0,0,20,9,0,0,0,0,0,6,0,0,20,0,14,0
Obalno-Kraška,396,'Osnovna šola Lucija',0,13,15,0,10,5,13,0,0,0,0,0,0,18,4,0,0,13,0,0,12,5,10,0,0,0,4,0,0,0,16,5,0,14,0,0,0,0,8,5,0,0,23,0,0,0,0,9,0,47,0,9,0,10,0,17,0,0,10,7,0,11,19,0,0,0,0,0,0,0,0,0,10,0,0,0,3,8,0,0,0,0,8,0,12,0,15,14,0,10,0,0,0,0,11,18,7,0,0,10,12,0,23,0,0,0,0,0,0,11,0,13,12,13,26,8
Obalno-Kraška,398,'Osnovna šola Vincenzo e Diego de Castro Piran',0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,11,10,0,0
Obalno-Kraška,399,'Osnovna šola Cirila Kosma?a Piran',0,27,15,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,3,27,0,0,24,0,0,0,0,7,0,7,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,12,13,0,12,0,21,0,11,0,21,0,0,0,0,3,0,22,0,0,0,0,0,0,11,0,0,17,0,11,0
Obalno-Kraška,400,'Osnovna šola Se?ovlje',0,10,22,0,0,12,0,0,10,0,0,0,0,11,0,0,0,8,0,0,0,0,30,0,0,0,0,0,0,0,22,20,0,29,0,0,0,0,0,0,0,0,29,0,0,14,0,0,0,15,0,11,0,0,0,3,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,25,17,0,13,0,0,0,0,28,10,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,8,10,0,12,0
Obalno-Kraška,456,'Osnovna šola Sre?ka Kosovela Sežana ',0,37,52,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,47,0,0,0,19,15,0,41,0,17,0,8,0,11,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,12,0,9,0,21,10,0,19,0,31,0,0,12,0,0,13,52,0,0,0,0,0,0,7,0,0,13,0,20,18
Obalno-Kraška,458,'Osnovna šola dr. Bogomirja Magajne Diva?a',0,10,13,0,0,0,11,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,2,22,0,0,13,0,0,0,0,0,0,9,0,33,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,4,7,13,0,0,17,0,7,0,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,7,0,13,0
Obalno-Kraška,459,'Osnovna šola Dutovlje',0,13,28,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,14,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,6,9,0,0,0,0,0,15,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,11,0,12,0
Obalno-Kraška,460,'Osnovna šola Antona Šibelja - Stjenka Komen',0,10,13,0,0,4,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,5,0,0,0,0,7,0,10,12,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,5,0,14,0,6,0,9,0,0,0,11,8,20,0,0,4,0,8,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,0,0,9,11,0,0,0,0,0,28,13,0,0,0,0,0,0,6,0,0,13,0,13,0
Obalno-Kraška,461,'Osnovna šola Dragomirja Ben?i?a - Brkina Hrpelje',0,8,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,10,0,0,63,0,0,0,0,13,0,22,0,6,0,0,0,10,0,10,0,6,0,0,0,0,0,0,5,0,10,0,0,0,0,0,8,0,0,0,0,0,12,0,7,0,5,0,8,0,16,15,0,0,0,0,6,7,0,0,0,0,0,15,27,0,0,0,0,0,0,0,0,0,9,0,10,0
Obalno-Kraška,687,'Osnovna šola Elvire Vatovec Prade - Koper Podružnica Sv. Anton',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obalno-Kraška,751,'Osnovna šola Vincenzo e Diego de Castro Piran Podružni?na šola Se?ovlje',0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,3,4,0,0
Obalno-Kraška,1053,'Osnovna šola Livade - Izola',0,9,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,11,9,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,18,0,4,0,8,0,11,0,0,0,0,13,7,0,0,18,0,0,0,0,0,10,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,19,13,0,8,0,12,5,0,23,25,0,0,0,0,6,0,16,0,0,0,0,0,0,7,0,20,15,5,0,11
Obalno-Kraška,10550,'Osnovna šola Koper',0,32,49,0,0,7,18,0,0,0,0,7,0,7,11,0,0,8,10,18,6,8,20,0,12,0,16,0,48,0,29,31,0,0,0,0,0,0,6,8,0,0,20,12,6,0,0,6,0,32,0,15,0,7,0,13,0,0,0,11,0,3,6,0,0,6,0,0,0,8,0,0,3,0,0,0,0,0,0,0,15,10,0,0,15,0,20,13,0,22,6,9,10,6,0,39,0,0,0,0,12,0,22,7,0,6,0,0,0,6,0,0,47,5,14,5
Osrednjeslovenska,112,'Osnovna šola Ledina',0,15,44,13,0,0,0,0,0,0,0,0,0,14,11,0,13,23,0,0,0,0,14,0,0,0,0,8,20,0,11,8,0,0,0,0,0,0,7,9,6,14,17,11,0,0,0,18,0,23,0,15,0,0,0,26,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,23,9,19,0,16,0,19,15,0,6,0,0,43,0,0,15,0,0,0,0,15,0,19,0,0,0,10,0,0,12,0,0,22,0,15,0
Osrednjeslovenska,157,'Osnovna šola Janka Kersnika Brdo',0,43,14,0,0,11,0,0,0,0,0,0,0,11,22,0,0,25,0,0,0,0,27,0,0,0,0,0,9,0,41,20,0,0,0,0,0,0,0,21,0,0,54,0,0,0,0,17,0,30,0,23,0,11,0,15,0,18,6,22,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,18,0,0,14,0,15,10,0,12,21,17,0,38,9,30,0,0,0,0,0,0,44,0,0,0,0,0,0,5,0,0,34,0,21,0
Osrednjeslovenska,158,'Osnovna šola Domžale',9,3,33,24,0,0,19,0,0,0,0,0,0,15,8,0,11,30,0,18,12,0,27,0,10,0,0,0,22,0,22,0,14,15,0,0,0,0,0,17,0,12,18,0,0,0,0,14,24,40,0,14,0,20,0,12,0,0,25,24,0,3,31,0,27,0,0,19,21,0,0,14,0,0,0,0,0,0,0,0,0,20,6,0,28,0,17,38,0,12,0,0,11,0,0,16,0,0,0,0,0,0,14,0,0,0,0,11,0,15,0,0,21,24,31,8
Osrednjeslovenska,159,'Osnovna šola Rodica ',0,19,21,0,0,0,18,0,0,0,0,0,0,19,9,0,0,49,0,14,8,0,34,10,0,0,0,0,18,0,22,27,0,14,0,0,0,0,5,18,0,0,38,6,0,0,0,0,0,28,0,18,0,13,0,25,0,0,0,23,0,0,27,0,7,0,0,0,0,0,0,0,6,0,0,9,0,4,0,0,12,14,14,0,17,0,31,6,0,8,0,0,16,0,24,21,0,0,15,0,16,0,26,0,0,0,0,0,0,14,0,0,22,0,28,0
Osrednjeslovenska,160,'Osnovna šola Venclja Perka ',0,30,25,0,0,0,17,0,4,0,0,0,0,8,0,0,0,21,0,8,0,0,61,0,0,0,8,0,20,0,0,25,0,0,0,0,0,0,4,6,0,0,36,0,0,0,0,0,0,10,0,11,0,13,0,37,0,0,0,6,0,8,14,0,0,0,0,0,0,0,0,0,10,0,11,0,0,6,0,0,0,26,0,0,20,0,26,5,0,25,0,0,0,18,0,28,0,0,0,0,6,0,46,0,0,0,0,18,0,5,0,0,27,9,24,0
Osrednjeslovenska,163,'Osnovna šola Dob',0,18,24,0,0,19,5,0,0,0,0,0,0,0,0,0,13,21,16,0,12,0,24,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,12,0,13,0,34,0,22,0,0,0,0,0,9,12,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,19,0,0,19,0,12,0,0,19,0,0,0,0,10,19,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,18,13,12,0
Osrednjeslovenska,164,'Osnovna šola Mengeš',0,8,34,0,0,15,0,0,0,0,0,0,0,0,12,0,11,30,0,0,15,0,32,0,0,0,0,0,9,0,26,11,0,0,0,0,0,0,0,9,0,11,22,10,0,0,8,0,0,47,0,22,0,0,0,6,0,0,0,19,0,6,24,0,0,0,0,8,0,18,0,0,0,0,13,0,0,8,0,8,0,0,0,0,14,0,14,0,0,11,0,0,0,9,22,9,0,0,0,0,0,0,16,0,0,0,0,0,0,13,0,0,18,10,16,0
Osrednjeslovenska,165,'Osnovna šola Trzin',0,11,28,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,6,10,0,9,0,0,0,0,0,21,0,12,16,0,0,0,0,0,0,5,12,0,0,18,0,0,0,0,0,0,10,0,4,0,12,0,12,0,7,0,14,0,0,12,0,14,0,0,0,0,19,0,0,9,0,0,0,0,8,0,0,0,6,0,0,21,0,16,0,0,21,0,0,0,0,37,8,0,0,0,0,8,0,17,0,0,0,0,0,0,11,0,0,5,0,12,0
Osrednjeslovenska,166,'Osnovna šola Preserje pri Radomljah',0,11,48,0,0,0,0,0,0,0,0,0,0,20,10,0,13,36,0,15,19,0,55,0,0,0,0,0,8,9,23,19,0,25,0,0,0,0,0,27,0,0,25,0,0,0,0,8,0,26,0,17,0,12,0,41,0,0,10,19,0,17,30,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,26,18,0,0,31,0,32,10,0,25,0,13,0,10,7,16,17,0,7,0,0,0,28,0,0,0,0,0,0,7,0,0,15,28,15,0
Osrednjeslovenska,167,'Osnovna šola Jurija Vege ',0,21,55,0,0,22,0,0,0,0,0,0,0,0,21,0,0,19,0,0,0,0,30,0,0,0,0,0,14,0,0,37,0,0,0,0,0,0,0,12,6,0,23,0,0,0,0,14,0,7,0,11,0,11,0,27,0,0,0,0,0,0,15,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,25,0,0,16,16,14,0,26,0,33,0,0,0,0,0,10,16,0,0,0,0,0,0,10,0,0,17,0,12,0
Osrednjeslovenska,178,'Osnovna šola Louisa Adami?a Grosuplje',2,12,43,6,0,0,4,0,0,0,0,0,0,0,9,0,19,43,3,23,0,0,3,0,12,0,0,0,26,0,0,0,0,0,0,0,0,0,7,22,0,0,35,0,0,0,0,0,0,22,0,13,0,12,0,30,0,0,0,0,6,0,47,0,7,0,3,0,0,11,12,0,12,8,0,4,0,0,0,0,0,18,0,0,37,0,28,6,9,22,0,0,0,0,5,17,7,0,0,0,6,13,45,18,0,0,0,0,0,4,0,0,32,0,22,10
Osrednjeslovenska,179,'Osnovna šola Ferda Vesela Šentvid pri Sti?ni',0,15,34,0,0,11,11,0,0,0,0,0,0,0,8,0,0,28,0,0,0,0,28,0,0,0,0,0,10,0,35,21,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,10,0,25,0,20,0,15,0,11,0,13,0,11,8,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,26,0,31,0,0,19,0,0,0,32,10,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,24,0,18,0
Osrednjeslovenska,180,'Osnovna šola Dobrepolje',0,14,61,0,0,0,0,0,4,0,0,0,0,0,7,0,0,8,4,0,0,0,13,0,0,0,0,12,13,0,0,7,0,0,0,0,0,0,0,6,0,0,63,6,0,0,0,0,0,7,0,7,0,8,0,4,0,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,6,0,8,0,0,5,0,0,0,11,0,13,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,13,0,0,0
Osrednjeslovenska,198,'Osnovna šola Komenda Moste',0,34,41,0,0,5,8,0,0,0,0,0,0,0,10,0,0,16,0,17,0,0,11,12,0,0,0,0,6,0,0,13,0,0,0,0,23,0,0,14,0,0,16,0,0,0,0,0,0,24,0,7,0,13,0,36,0,0,0,12,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,14,0,26,4,0,14,0,0,0,0,7,22,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,31,0,11,0
Osrednjeslovenska,199,'Osnovna šola Marije Vere ',0,18,27,20,0,0,10,0,0,0,0,0,0,0,0,0,10,12,0,11,0,0,12,11,0,0,0,0,22,0,21,12,0,0,0,0,0,0,0,21,0,13,34,0,0,0,0,12,0,23,0,22,0,0,0,22,0,0,0,0,0,4,10,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,12,14,0,0,0,15,0,21,7,0,21,0,0,0,11,0,22,0,0,10,0,0,0,18,0,0,0,0,18,0,9,0,0,16,6,11,18
Osrednjeslovenska,200,'Osnovna šola Frana Albrehta Kamnik',13,32,27,0,0,14,6,0,0,15,0,0,0,0,16,0,0,32,0,11,0,0,17,0,14,0,0,0,6,0,10,6,0,0,0,0,0,0,10,36,0,11,32,7,0,0,0,0,6,29,16,31,0,5,0,18,0,0,0,24,0,0,12,0,0,0,0,0,0,35,0,0,7,0,0,0,0,0,0,0,9,6,0,0,41,0,19,13,0,11,0,0,14,0,0,31,0,0,0,0,15,0,21,0,0,0,0,0,0,11,0,0,34,0,8,0
Osrednjeslovenska,201,'Osnovna šola Toma Brejca Kamnik',0,12,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,12,0,0,0,0,0,17,0,26,24,0,0,0,0,0,0,0,13,0,0,24,0,0,0,0,16,0,16,0,16,0,10,0,16,0,0,0,0,0,6,18,24,9,0,0,0,6,17,0,0,0,0,7,0,0,0,0,13,13,0,0,0,21,0,21,17,0,8,0,0,0,0,0,14,6,0,8,0,0,0,28,0,0,0,0,0,0,13,0,0,8,6,0,10
Osrednjeslovenska,204,'Osnovna šola Stranje',0,18,34,0,0,12,0,0,0,0,0,0,0,18,0,0,0,7,0,23,0,0,12,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,29,0,0,0,12,23,0,20,0,0,0,29,0,18,0,13,21,0,0,10,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,24,20,0,8,0,62,15,0,0,0,0,0,0,0,32,0,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,23,12,9,0
Osrednjeslovenska,262,'Osnovna šola Gabrovka - Dole',0,14,21,0,0,7,0,0,10,0,0,0,0,0,10,0,0,7,9,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,19,0,0,0,0,0,0,11,0,12,0,16,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,10,0,0,10,0,14,0,0,18,0,0,0,0,0,17,0,0,0,0,5,0,14,0,0,0,0,0,0,8,0,11,17,0,14,0
Osrednjeslovenska,263,'Osnovna šola Šmartno ',0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,17,23,0,0,0,11,0,8,11,22,37,0,0,0,0,0,0,0,15,11,8,25,0,0,0,0,38,0,42,0,22,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,9,27,0,0,0,0,0,0,7,0,0,0,9,0,6,0,15,0,21,14,0,8,0,0,0,12,14,20,6,0,0,0,0,21,27,0,0,0,0,0,0,10,0,0,11,0,27,0
Osrednjeslovenska,265,'Osnovna šola Savsko naselje',0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0,0,10,0,0,0,0,4,16,0,0,13,0,0,0,0,0,0,3,0,0,0,25,11,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,3,9,0,0,0,0,0,0,7,0,0,4,15,0,0,0,0,0,6,0,8,0,0,8,0,15,0,0,7,0,0,0,0,0,18,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,20,7,4,0
Osrednjeslovenska,266,'Osnovna šola Danile Kumar',0,10,29,0,0,0,0,0,0,0,0,0,0,30,11,0,0,29,0,18,0,0,18,0,0,0,0,0,6,0,7,13,0,21,0,0,0,0,8,21,4,0,38,0,0,0,0,0,0,9,0,14,0,25,0,15,0,0,19,6,5,7,19,0,0,0,2,0,13,0,5,0,9,0,0,17,0,0,0,0,0,16,0,0,31,0,10,0,7,16,0,21,0,23,0,8,0,0,0,0,16,5,29,0,0,0,0,0,0,11,0,0,8,14,9,0
Osrednjeslovenska,267,'Osnovna šola Mirana Jarca ',0,11,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,12,14,22,10,0,12,0,0,20,0,28,20,0,0,0,0,0,0,8,23,0,0,24,0,0,0,0,36,0,21,0,10,0,6,11,24,0,0,0,22,8,0,19,0,0,0,0,0,0,0,8,0,16,0,0,0,9,0,0,0,0,12,0,0,16,0,21,18,0,18,0,0,0,0,17,14,12,0,0,0,16,0,26,11,0,0,0,0,0,19,0,0,19,0,14,0
Osrednjeslovenska,268,'Osnovna šola dr. Vita Kraigherja Ljubljana',0,16,22,10,0,13,0,0,0,0,0,0,0,0,12,0,0,15,0,0,21,0,21,0,0,0,0,0,7,0,7,21,0,0,0,0,7,0,11,16,17,0,15,0,0,0,0,6,0,15,0,28,0,0,0,14,0,0,5,34,0,6,8,0,0,14,0,0,21,0,0,0,7,5,6,0,0,0,0,0,30,0,0,0,9,0,14,0,0,15,0,0,12,0,17,18,0,0,0,0,21,0,31,0,0,0,0,0,0,13,0,8,19,4,32,0
